exhibition_id,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
20220927060010,연애실험실,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661131603705.jpg,"
전시소개

사람은 연애를 하면서 다양한 감정을 느낍니다.

기쁨, 슬픔, 질투, 절망, 열정 등
사랑을 하나의 단어로 정의하기는 어렵지만
각자가 생각하는 여러 가지의 사랑이 존재합니다.

당신의 마음 속에 존재하는 사랑은 어떤 형태인가요?
어떤 색상인가요?
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 9. 14.~2022. 9. 18.,서울 | 신촌문화관
20220927060011,시작된 미래 Meta-Horizons The Future Now,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661130812342.jpg,"
전시소개

본 전시는 동대문디자인프라자(DDP) 설계로 잘 알려진 미래 건축의 선구자 자하 하디드 건축사무소(ZHA)와 서울라이트를 통해 미디어아트 그 이상을 선보인 레픽 아나돌 스튜디오(RAS)와 함께합니다.
이번 전시를 통해 미래를 선도하는 디자이너들이 펼치는 유토피아를 위한 여정을 보여줍니다.

다가올 것으로 예상하였던 새로운 시대는 이미 시작되었고 우리가 알고 있는 세상은 완전히 변화할 것이라는 것이 이번 전시의 메시지입니다.
이런 변화를 위해 건축가뿐만 아니라 다양한 분야의 구성원들이 실패를 두려워하지 않는 용기와 도전적 연구를 통해
어떻게 혁신적 기술을 개발하고 있는지, 이 세상이 어떻게 더 경이롭게 변모할지에 대하여 기대와 상상을 함께 나눌 수 있을 것입니다.


전시의 구성은 혁신적 프로세스와 연구(Innovation - Process&Research), 상상하는 디자인과 가상세계(Imagination-Design&Virtual),실감형 기술과 융합(Interaction-Technologies&Collaboration) 3개의 섹션입니다.

컴퓨터 디지털 기술, 친환경적이고 지속 가능한 건축, 인공지능을 이용한 설계, VR 기술의 활용 등 자하 하디드 아키텍츠의
선구적인 연구와 도전 정신의 결과물과 함께, 인공지능을 사용해 미디어 아트의 새 지평을 연 레픽 아나돌과 자하 하디드 건축사무소의
협업 작품 Architecting the Metaverse를 소개합니다.


과거와 현재,가상과 실존, 장르와 경계를 넘나들며 탐구하고 협업하는 과정을 통해 더 나은 내일을 위한 미래 디자인의 가능성을 살펴보고자 합니다. 끊임없는 도전과 혁신으로 시작된 미래에 여러분의 많은 관심과 참여를 부탁드립니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 5. 26.~2022. 9. 18.,서울 | 동대문디자인플라자(DDP)
20220927060012,히토 슈타이얼 - 데이터의 바다,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1653530286178.jpg,"
전시소개

히토 슈타이얼(1966, 독일)은 디지털 기술, 글로벌 자본주의, 팬데믹 상황과 연관된 오늘날 가장 첨예한 사회, 문화적 현상을 영상 작업과 저술 활동을 통해 심도 있게 탐구해오고 있는 동시대 가장 영향력 있는 미디어 작가이다. 또한 예술, 철학, 정치 영역을 넘나들며 미디어, 이미지, 기술에 관한 흥미로운 논점을 던져주는 시각예술가이자 영화감독, 뛰어난 비평가이자 저술가이기도 하다. 또한 그는 현재 『이플럭스』를 비롯한 다양한 매체, 학술지 및 미술 잡지에 글을 기고하고 있다.

아시아 최초로 국립현대미술관에서 열리는 개인전 «히토 슈타이얼—데이터의 바다»는 ‹독일과 정체성›(1994)과 ‹비어 있는 중심›(1998) 등 다큐멘터리적 성격을 지닌 필름 에세이 형식의 1990년대 초기 영상 작품에서부터 인터넷, 가상현실, 로봇 공학, 인공지능 등 디지털 기술 자체를 인간과 사회와의 관계 속에서 재고하는 최근 영상 작업에 이르기까지 작가의 대표작 23점을 소개한다. 특히 이번 전시에서는 국립현대미술관 커미션 신작 ‹야성적 충동›(2022)이 최초로 공개된다.

전시의 부제 ‘데이터의 바다’는 슈타이얼의 논문 「데이터의 바다: 아포페니아와 패턴(오)인식」(2016) 에서 인용한 것으로, 오늘날 또 하나의 현실로 재편된 데이터 사회를 성찰적으로 바라보고자 하는 전시의 의도를 함축한다. 따라서 이번 전시는 빅데이터와 알고리즘에 의해 조정되고 소셜 미디어를 통해 순환하는 정보 및 이미지 생산과 이러한 데이터 재현 배후의 기술, 자본, 권력, 정치의 맥락을 비판적으로 바라보는 작가의 최근 영상 작업을 집중적으로 소개한다.
아울러 이번 전시는 오늘날 우리가 마주한 각종 재난과 전쟁의 소용돌이 속에서 기술은 인간을 구원할 수 있는가? 지구 내전, 불평등의 증가, 독점 디지털 기술로 명명되는 시대, 동시대 미술관의 역할은 무엇인가? 디지털 시각 체제는 인간과 사회에 대한 인식을 어떻게 변화시켰는가? 작가가 “빈곤한 이미지”라 명명한 저화질 디지털 이미지는 우리 삶의 양식과 어떻게 연결되는가? 등의 질문을 던진다. 이를 통해 가속화된 자본주의와 네트워크화된 공간 속에서 디지털 문화가 만들어낸 새로운 이미지, 시각성, 세계상 및 동시대 미술관의 위상에 대한 폭넓은 사유와 성찰의 기회를 마련하고자 한다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 4. 29.~2022. 9. 18.,서울 | 국립현대미술관 서울관
20220927060013,제11회 한중일 국제아트페스티벌(2022 KCJIAF),https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1662425850026.jpg,"
전시소개




한중일 국제미술가협회는 부산에서 주로 활동하는 미술가와 전국 및 일본, 중국, 기타 나라의 작가들로 구성된 모임으로 수준높은 작품과 다양한 장르의 작품을 교류전 형식의 전시회로 보여줌으로 관람자들의 새로운 감성을 자극한다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 9. 14.~2022. 9. 17.,부산 | 해운대문화회관
20220927060014,"인천연수구미술협회, 소소한 일상",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661996385973.jpg,"
전시소개
인천연수구미술협회는 연수구 전문 미술인들에게 전시 기회를 제공함으로써 창작 의욕을 고취하고 1996년 10월 지역 예술 발전에 기여하고자 설립하였다. 소소한 일상은 말 그대로 우리의 일상에서 반복되고 평범하지만 소중한 시간을 의미하며 그런 일상을 참여 작가의 관점에서 그려내고 있다
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 9. 3.~2022. 9. 15.,인천 | 인천광역시교육청평생학습관
20220927060015,"아트인유, 뀀",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661996357833.jpg,"
전시소개

아트인유는 인천대 미술대학원 한국·서양화 졸업생들로 2021년 결성된 그룹이며 현재 4명(이솔비, 윤혜인, 한소연, 이실아)이 활동하고 있다. 코로나19 종착을 향해 가는 이 시점에 작가의 재해석을 반영한 작품을 통해 문화적 현상을 ‘뀀’으로 수렴하고 있다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 9. 3.~2022. 9. 15.,인천 | 인천광역시교육청평생학습관
20220927060016,[집밖] 조선의 목가구,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1662424872075.jpg,"
전시소개

부산박물관 여름맞이 테마전 <家中器物: 조선의 목가구>는 최근 현대적 감각으로 재해석되면서 젊은층에게도 새롭게 사랑받고 있는 전통 목가구에 대한 문화적 관심에서 기획되었습니다. 코로나19로 인한 사회적 거리두기와 재택근무 확대로 머무는 시간이 늘어난 주거 공간의 연출에 대한 관심이 높아지고, 옛것의 가치에 대한 재평가가 이루어지면서 전통 목가구를 모티브로 한 가구나 소품들도 큰 사랑을 얻고 있습니다.

이번 전시는 부산박물관 소장 목가구를 통해 한국 전통 가구의 특징과 아름다움을 소개하고, 관람과 휴식을 함께 즐길 수 있는 색다른 연출로 관람객들이 쉬어갈 수 있는 편안한 공간으로 꾸며졌습니다.

전시는 ▲ 제1장 <담아 보관하다 : 장·농·반닫이> ▲ 제2장 <정성을 차려내다 : 소반> ▲ 제3장 <선비의 공간을 꾸미다 : 사랑방가구> ▲ 제4장 <장식을 더하다 : 어피魚皮·주칠朱漆·나전螺鈿 소품>으로 구성되었으며, 목가구 50여 점을 주제에 따라 선보인다. 전시장 중앙에는 전통 평상平床을 모티브로 한 휴게공간을 조성하여 전시 관람과 휴식을 겸할 수 있도록 하였습니다.

무더운 여름, 부산박물관을 찾아 전통 목가구의 한국적 아름다움과 자연미를 감상하고, 감성을 충족할 수 있는 문화휴식공간으로서의 박물관의 매력도 함께 느껴보시길 바랍니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 7. 29.~2022. 9. 12.,부산 | 부산박물관
20220927060017,[집밖] 국립한글박물관 파란마음 하얀마음 - 어린이 노래,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661991587909.jpg,"
전시소개

동요(童謠)는 말 그대로 동심을 바탕으로 지은 어린이의 노래입니다. 그러나 이러한 사전적 의미를 넘어 어린이였던 어른들의 마음에도 동요는 고스란히 남아 있습니다. 어린이를 위한 동요의 노랫말은 짧고 쉬운 말을 반복하고, 다양한 비유와 상징을 사용한 것이 특징입니다. 이것은 언어 표현을 풍부하게 하며 밝고 명랑한 감성을 길러 줍니다.

이번 전시에서는 100번째 어린이날을 맞아 동요 노랫말을 통해 동심을 일깨우고, 우리말과 글의 묘미를 소개하고자 합니다. 전시는 자연과 마을의 공간에서 뛰놀며 성장하는 아이들의 모습을 비유와 상징적으로 구성했습니다. 1부에서는 ‘봄 여름 가을 겨울’의 사계절과 자연을 담아낸 노랫말을 느껴보고, 2부에서는 친구들과 ‘다 같이 돌자 동네 한바퀴’를 돌며 노래로 배웠던 말과 글을 체험할 수 있도록 준비했습니다. 3부 ‘즐거운 생활’에서는 1920년대부터 현대까지 학교에서 배운 창작동요의 변화상을 통해 동요 노랫말의 가치와 역사를 확인할 수 있습니다.

노랫말을 기억하는 노래는 시간이 흘러도 잊혀지지 않습니다. 어린이의 마음으로 불렀던 동요는 세월이 지나도 어린 시절의 마음을 떠올리고 기억하게 합니다. 그 노랫말 속에는 어른들의 과거가 있고 어린이들의 현재와 미래가 담겨 있습니다. 이번 전시를 통해 세월이 흘러도 변치 않고 가슴 속에 남아있는 동심한 조각, 그 노랫말을 찾아보시기 바랍니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 5. 10.~2022. 9. 12.,서울 | 국립한글박물관
20220927060018,"[집밖] 감각의 공간, 워치 앤 칠 2.0",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1661906120178.jpg,"
전시소개

미술을 공유하는 동시대적 방식을 탐색하는 ‘워치 앤 칠(https://watchandchill.kr)'은 MMCA가 구축한 온라인 스트리밍 서비스를 중심으로 한 국제 협력 프로젝트이다. 다자간 교류를 통해 미술한류를 시도하는 ‘워치 앤 칠'은 3개년 사업으로 계획되었으며, 2021년 아시아 지역 미술관 협력에 이어 올해는 유럽과 중동의 주요 미술관과 협력을 확장한다.

국립현대미술관과 아랍에미리트의 샤르자미술재단(SAF), 스웨덴 국립건축·디자인센터 아크데스(ArkDes)의 미디어 소장품 및 지역 작가들의 작품을 온라인 플랫폼에 공유해 관람객이 스트리밍 구독을 통해 작품을 감상할 수 있게 한다. 또한 서울에서 개최되는 오프라인 쇼케이스 전시를 시작으로, 협력 미술관에서도 물리적으로 작품을 감상할 수 있도록 국제 순회전이 개최될 예정이다. ‘워치 앤 칠’ 시즌 2의 주제는 “감각의 공간”으로 디지털로 번안된 동시대적 감각 체계를 고찰하고자 한다. 보는 촉각, 조정된 투영, 트랜스 x 움직임, 내 영혼의 비트 등의 내용으로 진행되는 이번 전시는 스크린 너머 공감각적 유대를 확장하는 미디어 작가들의 작품을 통해 기술 이면의 다층적 인간성을 사유한다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 6. 10.~2022. 9. 12.,서울 | 국립현대미술관 서울관
20220927060019,나의 잠 My Sleep,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1658106988809.jpg,"
전시소개

잠은 인간의 삶에 있어 가장 중요한 활동 가운데 하나이다.  모든 사람들은 하루의 약 3분의 1을 자면서 보낸다. 즉 일하고 즐기는 시간 이외의 휴식과 보충을 위한 시간이 잠으로 이루어져 있다는 뜻이다. 인간에게 있어 가장 기본적인 의식주의 ‘주’는 잠을 자기 위한 공간, 즉 침실을 핵심으로 한다. 어쩌면 인간의 노동의 많은 부분은 가장 편안한 잠을 얻기 위한 노력의 일환처럼 보이기도 한다. 잠과 관련된 산업의 규모는 경제가 발전하면 할수록 커지고 있다. 사람들은 더욱 고급스럽고 편안한 침실, 침대 및 관련 소비재를 필요로 한다. 잠은 사회적, 경제적, 산업적, 정치적, 의료-과학적 차원에서 점점 더 중요한 자리를 차지하고 있다.

이 전시의 주제는 ‘나의 잠’이다. 잠은 일인칭이며 나의 것이다.  잠이 나의 것이라는 사실은 마치 사랑이나 죽음이 나의 것인 것과 같다. 사랑이나 죽음을 타인과 공유할 수 없는 것처럼, 잠은 타인과 공유할 수 없다. 그것은 나에 한해 일어나는 일이며 오직 내게만 일어나는 일이다.  나의 잠은 세계에 속하지 않는다. 세계에 속하지 않을 권리. 그것이 잠에 대한 나의 권리다. 나의 잠은 나의 탈-세계, 탈-현재, 탈-자아를 포함한다. 관객들이 이 전시를 통해 ‘잠’에 대한 각자의 경험을 떠올리고 각각의 작품들에 투사할 수 있게 되기를 기대한다. 나아가 더 흥미진진한 잠에 관한 사유를 진전시킬 수 있게 되기를 바란다. 잠이 ‘나머지’나 ‘여백’이 아닌 삶의 커다란 중심으로서 다루어질 수 있게 되기를 바라며 관객들에게 이 전시를 바친다. 
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 7. 20.~2022. 9. 12.,서울 | 문화역서울284
20220927060020,2022 ACC FOCUS 《아쿠아 천국》,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1655166498550.jpg,"
전시소개


2022 ACC FOCUS 《아쿠아 천국》은 수생태계와 인간의 대안적인 관계를 모색하는 융·복합 전시다. 인류의 신화와 역사 속에 깃든 물의 서사, 자연생태를 순환시키고 치유하는 다양한 물의 서사를 소개함으로써 생명의 원천으로서 물의 소중함을 되새기는 기회를 마련하고자 한다.

해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 6. 9.~2022. 9. 12.,광주 | 국립아시아문화전당 문화창조원
20220927060021,"2022 Gallery Jireh "" 제주기록 """,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1660870680008.jpg,"
전시소개
제주도를 기록한다는 건, 어떤 의미를 가지고 있는 것일까?

...

제주도를 있는 그대로 바라보고 싶은 마음에서 시작되었고

...

그렇게 우리는

...

과거ㆍ현재ㆍ미래를 위해, 제주를 기록하고 있습니다.





What does it mean to record Jeju Island? ... It started with a desire to look at Jeju Island as it is. ... That's how we do it. ... For the past, present, and future, Jeju Island is recorded.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 8. 6.~2022. 9. 11.,파주 | 갤러리 이레
20220927060022,"물 , Floating Ego",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1662537904133.png,"
전시소개

오늘 하루 바쁘셨죠?
정신없이 지내셨나요?
월 화 수 목 금 금 금인 것 같은 나날들

자 여기
미디어 아트 갤러리 언더독뮤지엄의 두번째 전시 <물 ,  Floating Ego>가 시작됩니다.

불이 켜진 어항 속 물고기들을 아무 생각 없이 보고 있었던 적 있나요?
수영장이나 바다, 물에서 깊게 잠수 해보신 적 있나요?
세면대에 물을 가득 받아 놓고 얼굴을 담궈 본적 있나요?
물 위에 둥둥 떠서 하염없이 떠밀려 다녀 보거나 계곡에서 흐르는 강물에 발 담그고 멍하니 있었던 적은요?

우리는 물과 절대로 떨어질 수 없습니다.
먹고 마시고 씻고 등등 우리 삶에서 절대로 떨어지지 못하는 관계이죠.

그런 물을 가지고 언더독뮤지엄이 묘한 전시를 만들었습니다.

이번 전시 작품의 오브제는 물과 쉼표입니다.
네 물멍이죠. 물을 보면서 멍~, 물 위에서 멍~, 물 속에서 멍~
우리는 물과 함께면 언제든 이른바 멍 때리기를 할 수 있습니다.
굳이 애써서 감상 할 필요 없습니다. 분석? 이해? 더더욱 하지 않으셔도 됩니다.
느껴지는대로 받아들여지는 대로, 좋을 대로 하시면 됩니다.

물 속에 들어가면 물 밖 세상과 단절이 되지만 그렇다고 아주 끊어지지는 않는 이음을 유지합니다.
나의 삶이 어쩐지 부유하고 있다는 느낌을 받고 있다면, 가만히 생각할 시간이 필요하다면, 나 자신을 마주할 시간이 필요하다면 이 전시를 보셔야 합니다.
어쩌면 Flotation Room 처럼  약간의 공포감으로 시작되는 온전히 휴식을 가질 수도 있고
물멍이라는 가벼운 주제로 받아 들이고 즐길 수도 있습니다.

최근 트렌드인 대형 공간에서 Full Graphic으로 만들어진 영상 전시는 
휘발성 강한 놀이로서의 성격이 강하여 사진을 찍고 보고 즐기는 것에는 부족함이 없지만
기계장치가 뿜어내는 컬러는 인간의 감각으로 느낄 수 있는 최대치를 전달하여 금방 피곤해지는 것도 사실입니다. 
언더독뮤지엄의 미디어 작품은 같은 기술과 솔루션을 사용하지만 자연을 매개로 실사를 중심으로 작품을 만들어서 편안합니다.

사진을 찍든 가만히 감상을 하든 배경으로 두고 담소를 나누든 원하시는 형태로 즐길 수 있길 바랍니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 7. 8.~2022. 9. 11.,서울 | 미디어 아트 갤러리 언더독뮤지엄
20220927060023,동서양을 교차하는 그림전,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1658189660629.png,"
전시소개

<동서양을 교차하는 그림> 신연숙 초대전이 진행되고있으니 많은 관심 부탁드립니다.

신연숙(b.1974)

""자신만의 감수성으로 현대 민화를 창작하는 신연숙 작가의 작품세계에는 꽃, 범, 닭이 등장한다. 꽃 그림들에서 유난히 수술처럼 표현된 씨앗이 강조된 이유에서, 꽃에서 닭(봉황)이 나오고, 꽃에서 범(백호)이 씨앗을 품고 있는 꽃이라는 존재에서 수많은 생명이 태어날 수 있다는 우주적인 가치관을 드러내고 있다.
대학에서 철학을 공부하다, 미대에서 서양화를 공부한 뒤 기적같은 회화인 민화의 매력에 빠진 이색적인 이력의 신연숙 작가는 전통 민화파인 송규태작가의 사사를 받고 일향한국미술사 연구원으로 민화가 전해주는 고차원의 사상에서 고무되어 수행자로서, 그만한 그림들은 나오기가 어려운 그림이고 민화를 극복한 그림을 과시 없이 새로운 민화를 그려 내고 있다.
- Gallery G&
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 7. 1.~2022. 9. 11.,김해 | 김해한림박물관
20220927060024,[Tom Sachs] Boombox Retrospective,https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1655860735672.png,"
전시소개

끊임없이 혁신적이고 체제전복적인 조각가, 톰 삭스.

톰 삭스만의 고유한 브리콜라주 기법으로 재탄생한 붐박스 시리즈 작품들을 통해 일상의 리추얼(ritual)이 된 음악을 새로운 감각으로 일깨워보세요.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 6. 22.~2022. 9. 11.,서울 | HYBE INSIGHT
20220927060025,"Snoopy, Beyond the Space - 부산",https://www.mcst.go.kr//attachFiles/cultureInfoCourt/monthServ/1651626960339.jpg,"
전시소개

스누피 탄생 70년, 달 착륙 50주년을 기념하여 진행하였던 2019년 롯데뮤지엄 To the Moon with Snoopy 전시가 서울에 이어 부산에서 Snoopy, Beyond the Space로 새롭게 진행됩니다.
해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다.
1688-2220
",2022. 5. 5.~2022. 9. 11.,부산 | 케이티엔지 상상마당 부산 갤러리
