title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,charge,referenceIdentifier,rights,copyrightOthers,url,subDescription,issuedDate,contributor
도쿄대 교수가 제자들에게 주는 쓴소리,,대한민국 정책포털시스템,2021-05-05 02:37:05,문화체육관광부 추천도서,,,갤리온,"교수 경력 34년의 명성 높은 노(老)학자가 쓴소리를 쏟아냈다. 구구절절 인생 잠언처럼 다가온다. 일본이나 한국이나 상황은 엇비슷하니 외서인데도 낯설잖다. 포인트는 독해질 것의 요구다. 주로 공부하는 제자용 눈높이라 이질적일지 모르겠으나 다를 건 사실 거의 없다. 어차피 인생사 살아가는 방법과 목적은 비슷하니 말이다. 무슨 일을 하든 독해짐으로써 난관과 좌절을 이겨낼 수 있는 것 아니던가. “독하게 해야 미련이 없다”는 말은 누구 입이냐에 따라 그 울림이 다른 법이다. 저자에게 의심은 불필요하다. 몸으로 입을 증명해낸 걸출한 경제학자다. 그에게서 배운 지금의 중년 제자들 중 상당수가 일본경제의 허리 근육을 도맡고 있다. 노학자는 꽤 괜찮은 제자들에게서 몇몇 성공 요인을 찾아냈다. 이를 ‘그들은 어떻게 일본을 이끄는 최고의 인재가 되었는가’라는 편에 썼다. 바쁘면 이 장면만 읽어도 좋다. 더불어 스펙 경쟁에 얽매이고 남 탓에 익숙하며 고민만 하고 하나에만 집중하는 제자들에겐 ‘No’라고 경고한다. 대신 내놓은 행동전략이 크게 3가지다. 우선 공부다. 몸에 밴 건 평생 기억되듯 아무리 바빠도 책을 읽는 시간은 가지라 권한다. 역시 성공하자면 독서는 반드시 넘어야 할 평생습관인 듯하다. 다음은 시간·일정·정리법이다. 특별한 비법이 없어 좀 실망스럽지만 아무리 바빠도 운동과 하루 30분의 사색시간을 가지라는 데서 인생경륜이 적게나마 확인된다. 마지막은 사람이다. 혼자 연구하게 마련인 학자가 사람을 챙기라니 역설적이게도 사람 화두가 얼마나 중요한지 알 수 있다. 공부기계·스펙승자에 대한 인생 경구다. 결과적으로 생각보다 독한(?) 조언은 아니다. 되레 행간 곳곳엔 따스함이 적잖다. 마지막으로 새겨두고 싶은 말, “불안은 죄가 아니지만 시도하지 않는 것은 죄”라는 문구다. 세파에 휘둘리고 경쟁에 움찔할 때 펼쳐보면 좋겠다.",,,,Kor,,14000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1446183230098.jpg,이토 모토시게/전선영,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=731,전영수(한양대 국제학대학원 특임교수),20150703,
"아빠, 미안해하지 마세요!",,대한민국 정책포털시스템,2021-05-05 02:37:05,문화체육관광부 추천도서,,,한울림스페셜,"부모가 아이를 학대하는 뉴스가 경쟁이라도 하듯 연일 터지는 이즈음, 마음을 짓누르던 바윗덩이를 번쩍 들어 올려 치워주는 듯한 그림책을 만났다. 『아빠, 미안해하지 마세요!』 뉴스 속의 아빠들과 달리 이 아빠가 미안해해야 할 이유는 하나도 없다. 어렸을 때부터 걷지 못했던 게 아빠 잘못이 아니지 않은가. 그래도 아빠는 딸에게 미안하다. 같이 자전거를 못 타서. 함께 스케이트를 못 타서. 아쉬운 일도 너무 많다. 같이 신나게 헤엄치고 놀 수 있으면 얼마나 좋을까, 함께 축구를 하면 정말 즐거울 텐데. 아빠의 이런 미안한 마음에 읽는 이의 마음이 다 촉촉해지는데, 딸은 오죽했겠는가. 이 착하고 속 깊은 딸의 대답은 그 촉촉한 물기가 키워낸 꽃송이 같다. 괜찮아요, 아빠. 나는 아빠랑 공원에서 예쁜 꽃을 보는 게 좋아요. 괜찮아요, 아빠. 나는 아빠랑 얼음낚시 하는 게 더 재밌어요. 괜찮아요, 아빠. 나는 아빠랑 우쿨렐레 치며 노래 부르는 시간이 참 즐거워요. 비 오는 날에는 아빠가 만들어주는 코코아를 마시며 빗소리를 듣고 싶어요. 깔끔하면서도 탄탄한 구조에 군더더기 없는 정갈한 문장이 돋보이는 글에 부드러운 파스텔 톤의 색연필 그림이 더없이 따뜻하고 사려 깊다. 아빠가 휠체어 탄 모습을 시작과 끝, 딱 두 장면에서만 보여준 시선도 성숙해 보인다. 이 그림책에서 우려할 만 한 점은 딱 한 가지, 장애인에 대한 이해와 배려라는 테마 안에 갇히지 않을까, 하는 것이다. 장애라는 울타리를 넘어서, 아빠와 딸의 가족애를 넘어서, 이 책은 인간의 품격이라는 차원을 펼쳐 보이는 듯하기 때문이다. 불편하고 부당하고 불만스러운 삶의 조건을 온화한 미소 밑으로 가라앉힌 아빠, 그 아빠를 진정 어린 위로와 대안으로 감싸 안는 딸. 그 둘의 대화가 담아내는 보기 드문 격조가 다시 인간에 대한 신뢰를 회복하는 실마리가 된다.",,,,Kor,,12000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1454291696197.jpg,"홍나리 글, 그림",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=759,김서정(중앙대 문예창작과 강의전담교수),20150925,
왜 엄하게 가르치지 않는가,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,뜨인돌,"‘꽃으로도 아이를 때리지 마라(프란시스코 페레著)’라는 책을 읽은 분이라면 함께 보기를 바라는 책이다. 아이를 교육함에 있어 어떤 형태의 권위도 폭력도 배제되어야 한다는 입장에서 보면 받아들일 수 없는 주장을 담고 있는 책이다. 이 책은 현재의 교육이 원칙과 관용, 훈련과 사랑, 일관성과 배려 사이에서 균형을 잃었다고 진단한다. 어른들이 엄격한 교육을 버리고 지나치게 사랑하고 배려하는 동안 아이들은 정작 사랑할 줄 모르고, 배려할 줄 모르고, 책임질 줄 모르는 존재가 되어가고 있다고 주장한다. 지금의 교육을 아이들의 도덕성과 질서를 잡아주는 것에 초점을 맞추기보다 감정을 읽어 주고 위로하기에 바쁘다고 진단한다. 감정 교육에만 초점을 맞추어 아이의 인성 발달에 큰 문제가 만들어낸다. 아이들은 노력이 부족하고 버릇이 없고 집중하지 못한다. 자율과 신뢰라는 이름 아래 무질서한 행동에 면죄부를 주기 때문이라는 게 저자의 입장이다. 저자는 독일 명문 살렘학교 교장으로 히틀러 정권 이후 확산된 자유주의 교육관을 강하게 비판하고 있다. 학생들의 인권과 자유를 존중한 결과 아이들은 예절과 배려를 모른 채 컸고, 그 결과 자신의 욕망만 남아 혼자서는 아무 것도 하지 못하는 미성숙한 존재가 되었다는 것이다. 부모들은 아이들이 밝고 긍정적인 사람이 될 것이라 기대했지만 현실은 달랐다는 것이다. 아이는 찌든 구석은 없을지 모르지만 자기밖에 모르는 이기주의자가 되었고, 부모는 아이의 끝도 없는 요구에 시달리고 있다고 한다. 저자는 자유주의 교육의 부작용을 비판하면서 사랑을 바탕으로 한 엄한 교육의 중요성을 강조한다. 과연 사랑하는 우리의 아이들을 어떻게 키워야 할까? ‘왜 엄하게 가르치지 않는가’의 내용이 정답은 아니더라도 참고할 부분은 있다고 본다.",,,,Kor,,11000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1404115684598.jpg,베른하르트 부엡/유영미,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=565,왕상한(서강대 법학부 교수),20140528,
공감하는 능력,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,더퀘스트,"SNS 등을 통해 여러 제약을 넘어선 서로 간의 연결과 교류가 원활해진 시대지만, 서로에 대한 공감은 오히려 부족해지고 있다. 이러한 아이러니는 단순히 웃어넘길 수도 있는 오해 수준의 에피소드를 넘어서 각종 부정적 사회현상(악플, 집단 따돌림, 폭력 등)으로 우리 주변에서 쉽게 관찰된다. 공감이 절실하나 부족한 시대, 결국 공감은 대체 불가한 유일한 대안일 수밖에 없다. 이 책은 공감이 “상상력을 발휘해 다른 사람의 처지에 서 보고, 다른 사람의 느낌과 시각을 이해하며, 그렇게 이해한 내용을 활용해 당신의 행동지침으로 삼는 기술”이라고 설명한다. 이는 공감이 ‘이해’라는 우리 안의 인지적, 감정적인 영역을 넘어 ‘행동’이라는 우리 밖으로의 구체적 실천양식으로 나아가야 함을 의미한다. 그리고 이를 통해 나, 우리, 우리의 사회가 비로소 변화될 수 있다고 말한다.(책은 이를 Revolution 즉, ‘혁명’이라고 하지만, 나는 ‘온전해지는 것’이라고 말하고 싶다.) 책은 공감의 가치와 방법을 다양한 논의를 통해 제시한다. 학문 영역에서 이루어져온 공감에 관한 연구와 소위 공감 능력자들에 대한 저자의 탐구를 풀어내는 방식은 그 범위와 깊이에 있어 다양하고 심층적이다. 이러한 집요한 과정을 통해 과거 ‘개인’(또는 개인의 성공)에 주목한 자기계발서의 원조라 할 수 있는 ‘성공하는 사람들의 7가지 습관’과 비교해 요즘 시대, ‘우리’에 초점을 맞춘 ‘공감하는 사람들의 6가지 습관’을 정리하고 있다. 직업적으로 공감을 공부하는 전문인과 달리 책은 공감이 모든 영역에 필요하며, 이를 깨닫고 일상에서 실천할 일반인을 대상으로 하고 있다는 점에서 반갑다. 다만, 이 책을 대하는 모두에게 공감이 또 다른 개인 성공의 도구나 기술이 아닌, 그 자체로 목적이 되고, 의미가 되길 바란다.",,,,Kor,,15000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1414650687034.gif,로먼 크르즈나릭/김병화,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=603,이준호(호서대 경영학부 교수),20140902,
유럽의 발흥,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,서울대학교출판문화원,"유럽은 중세까지 경제적, 군사적으로 아시아에 뒤져 있었다. 그런 유럽이 19세기 들어 아시아를 제치고 세계의 패권을 장악하게 되었다. 정치, 군사는 물론 경제, 사회, 문화까지 아시아 위에 군림하였다. 이 책은 15-18세기 유럽과 아시아, 그중에서도 특히 서유럽과 중국의 경제사를 비교 분석함으로써 유럽의 발흥(rise)을 설명한다. 이를 위해 환경, 국가시스템, 제도, 시장, 과학, 군사, 종교, 가족제도 등 다양한 측면을 검토하고 있다. 세계사의 흥망은 한 두 마디로 규정하기 어렵다. 중국은 분명 오랜 세월 동안 유럽보다 앞서 있었다. 그러다가 19세기에 유럽에 역전을 허용하고 말았다. 그러나 상황은 수시로 바뀐다. 지난 두 세기 동안 굴욕과 수치를 감내해야 했던 중국이 21세기 들어 바야흐로 새로운 패자(覇者)로 등장하고 있기 때문이다. 이런 국가적 운명의 굴곡을 어떻게 설명해야 할 것인가? 이 책은 근세사를 분석함으로써 유럽의 ‘대분기’와 발흥을 추적하고 있다. 물론 단편적인 논거로는 설득력을 지니기 어려운 과제이다. 이 책이 여러 변수를 주목하는 이유가 여기에 있다. 문제는 오늘이고 내일이다. 19세기 유럽의 발흥을 규명하면 21세기 중국의 부흥을 설명할 수도 있을 것이다. 그 연장선상에서 다가올 미래도 점쳐볼 수 있을 것이다. 경제학 쪽에서 비교사 연구는 비교적 생소한 분야이다. 이 책은 동서양 비교경제사를 다룬 국내 최초의 저술이라고 할 수 있다. 인용문헌이 방대하고 경제성장의 이론적 모형과 실증분석 방법에 관한 부록을 달고 있어 조금 부담스럽기는 하지만, 경제사를 균형 있고 폭넓게 바라보는 안목을 키우는 데 도움이 될 것이다.",,,,Kor,,30000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1414650945055.gif,양동휴,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=604,서병훈(숭실대 정치외교학과 교수),20140915,
긍정의 오류,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,부글북스,"우리는 항상 선과 악의 단순한 도식으로 세상을 해석하는 습관이 있다. 어린 시절 동화나 만화영화에는 늘 좋은 사람과 나쁜 놈이 등장했다. 지금도 인기 드라마의 주인공은 대개 사악한 조연들에 맞서 싸우는 선의 화신이고 고생을 무릅쓰고 결국에는 행복을 되찾는 신데렐라로 나온다. 이러한 이분법적 사고 습관은 희망과 긍정은 선으로 보는 반면, 절망과 부정은 악으로 취급하는 사회적 분위기와 관련이 있다. 그런데 과연 겉보기에 적극적이고 긍정적이며 희망과 신념에 찬 태도가 우리에게 좋은 결과를 안겨다 줄까? 반면 매사에 소극적이며 항상 최악의 경우를 고려하고 의심과 신중으로 나날을 보내는 사람들이 불행할까? 저자는 위험한 희망과 무조건적인 긍정이 낳는 재앙이 얼마나 심각한지 역사적 자료와 철학적 논증을 통해 보여주고 있다. 때로는 비관주의도 필요하다는 사실을 잘 알고 미래에 현명하게 대처하는 ‘용의주도한 낙관주의자’와는 달리, ‘비양심적인 낙관주의자’는 도박꾼처럼 항상 최상의 시나리오가 진정 현실인 것처럼 착각하고, 사람은 누구나 자유롭게 태어난다는 착각 속에 빠져 무책임과 방종을 합리화한다. 이렇게 대책 없는 긍정주의자들은 나의 실패의 원인이 타인의 성공에 있다는 시기심, 무엇이든 계획된 대로 될 것이라는 막연한 소망, 그리고 자유․평등․박애와 같은 서로 다른 이상들이 모두 좋은 것들이기 때문에 하나가 될 것이라는 망상에 빠져있다. 그들은 거짓 희망의 눈부신 장관 앞에서 자신들이 입증해야 하는 미래의 청사진에 대해 의심하는 사람들에게 반증할 의무를 전가시키고 엄연한 현실에 애써 눈을 감는다. 저자는 타인뿐 아니라 자신까지도 다름을 인정하는 아이러니와 용서의 문화를 복원시키고 희망에 비관주의를 곁들이는 진정한 양심을 촉구한다. 싸구려 긍정과 헛된 희망을 파는 거짓 선지자들이 판치고 있는 사회에 비판과 반성의 비관주의가 빛과 소금의 역할을 할 것을 기대한다.",,,,Kor,,15000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1414651051317.gif,로저 스크루턴/정명진,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=605,이진남(강원대 철학과 교수),20140910,
제로 투 원,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,한국경제신문,"모방을 통해 1에서 n으로 가는 수평적 진보에서 경쟁은 필연적이다. 경제학은 이러한 경쟁이 바람직하다고 주장해왔다. 그러나 이 책은 창조를 통해 0에서 1로 가는 수직적 진보가 낳는 독점이 바람직하다고 주장한다. “비즈니스의 세계에서 모든 순간은 단 한 번밖에 일어나지 않는다(Every moment in business happens only once).” 그 한 번을 창출해내는 사람 즉, 컴퓨터 운영체제의 빌 게이츠, 검색엔진의 래리 페이지, 소셜 네트워크의 마크 저커버그 같은 사람만이 창조적 독점의 아이콘이 된다. 저자인 피터 틸(공동 저자인 블레이크 매스터스는 창업자이자 수강생이었음)은 온라인 결제 시스템인 페이팔의 공동 창업자이자 벤처캐피탈 투자자이다. 사실 저자가 바로 책이 이야기하는 창조적 독점의 성공모델이기도 하다. 많은 기업가의 책이 힘들었던 시절을 이겨내고, 결국에는 성공하고야 만 영웅적 스토리를 담고 있지만, 이 책은 피터 틸의 성공 이면에 감춰진 풍부하고 깊이 있는 지식과 분명한 논리, 그리고 무엇보다 남다른 통찰을 명료하고 간결하게 담아내고 있다. 창업을 준비하는 이들만이 아니라, 기존의 틀을 벗어나야 하는 숙제를 지닌 기업, 아울러 비즈니스 외에 각자의 영역에서 도전을 꿈꾸는 이들에게까지 신선한 시각과 접근을 제공해준다. 또한 이 책은 한 걸음 더 나아가 디지털 경제 및 기업의 미래에 대한 거시적인 메시지와 함께, 미시적이고 실제적인 제언도 제시하고 있다. 새로운 것의 창조뿐 아니라, 그 새로운 것을 창조하는 기업을 만들고, 경영하는 방법 등이 그것이다. 물론 ‘어떻게’에 따라 독점은 분명한 폐해가 있을 것이다. 그러나 이 책이 이야기하는 창조를 통한 독점은 세상에 새로운 가치를 가져다준다는 점에서 상대적으로 건강하다. 책머리에 담긴 “제로(zero)들의 세상에 원(one)과 같은 책이다”라는 닐 스티븐슨의 말이 흥미롭다.",,,,Kor,,13500,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425020957768.jpg,"피터 틸, 블레이크 매스터스/이지연",,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=642,이준호(호서대 경영학부 교수),20141120,
만약 우리가 천국에 산다면 행복할 수 있을까?,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,책읽는수요일,"얼마나 더 벌어야 행복할까? 얼마나 더 경제가 성장하고 복지가 실현되어야 “국민행복”이 달성될까? 경제적 풍요, 정치사회적 안정, 무엇 하나 부족하지 않을 것 같은 북유럽 복지국가 노르웨이의 문화인류학자 토마스 에릭센은 우리의 행복 개념 자체가 잘못되었다고 지적한다. 그는 현대 사회가 우리에게 강요하는 선택의 과잉은 정체성·책임감의 상실과 혼란과 좌절을 안겨다 줄 뿐이기 때문에 선택의 자유는 결국 환상에 불과하다는 사실을 선택의 패러독스로 설명한다. 경제적 풍요를 미끼로 우리에게 강요되는 선택보다 더 중요한 것은 인간에 대한 신뢰라는 것이다. 미래의 진정한 행복을 위해서는 돈과 성장, 결과만을 추구하는 무한경쟁을 당장 그만두어야 하고 기대와 만족을 인내로 조절하는 지혜가 필요하다. 또한 현재의 성장과 풍요를 위해 희생되는 미래의 행복 조건인 환경에 대한 대책이 절실하다. 그는 번영과 행복의 담론을 독점하는 경제학자들과 심리학자들이 우리 모두가 스스로 표준적인 목표를 정하고 이를 달성하기 위해 노력한다는 근거 없는 가정을 하고 있다고 지적한다. 문화적, 역사적 전통과 개인적 취향에 따라 다양한 목표가 정해지기도 하고 정하기도 하기 때문에 행복의 전문가가 있다는 말도, 누구나 자신의 행복에 대해서는 최고의 전문가라는 말도 당치 않은 말이 된다. 이는 행복을 측정하려고 하는 벤담과 긍정심리학자들의 헛된 시도일 뿐이라는 것이다. 국민의 행복은 인간의 당연한 권리가 아니며, 정부의 역할은 국민들이 제 나름대로의 행복을 추구할 수 있는 기회를 보장할 뿐이다. 인간 각자의 행복은 심리학자나 경제학자 혹은 정부 관료에 의해 결정될 수 있는 것이 아니기 때문이다. 서로 다른 가치, 행위, 생활방식에 동일한 무게를 부여하고 등수를 매기는 것은 소마라는 알약으로 행복을 복용하는 “신세계”에서나 가능한 일이 아닐까?",,,,Kor,,15000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1425021079494.jpg,토마스 휠란 에릭센/손화수,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=643,이진남(강원대 철학과 교수),20150119,
목수의 인문학,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,비아북,"인문학자는 생산적인 일을 할 수 있을까? 그 일을 통해서 무엇을 느낄 수 있을까? 이 책은 이러한 호기심에 대한 답을 준다. 목수가 된 인문학자의 통찰력이 어디까지인지 볼 수 있게 해 준다. 저자는 신화를 전공한 인문학 박사다. 그러나 강의 대신 망치와 대패를 잡았다. 이상하다고 말할 사람들에게 대답한다. 자신이 하고 싶은 일을 하는 것이 뭐 그리 이상하냐고. 이미 만들어져 있는 물건들만 소비하는 현대인의 “당연한” 삶의 방식을 선택과 지불을 위한 클릭만 할 수 있는 무기력이라 표현한다. 이 책은 아는 것보다 좋아하는 것, 좋아하는 것보다 즐기는 것이 낫다는 공자의 가르침을, 목공을 즐기는 과정에서 발견하는 인문학적 깨달음으로 공유하는 글이다. 저자는 춘재(春材)와 추재(秋材)의 차이와 조화에서 조급했던 어린 시절을 반성하고, 각도를 알려주기는 하지만 각도를 제시하지는 않는 분도기에서 기술적(deive)인 것과 규정적(preive)인 것의 차이를 새삼 깨닫는다. 이렇게 다른 사람들의 각도를 제멋대로 규정하고 자신의 그릇된 각도를 고치려고 하지 않는 우리들의 어리석음과 아집을 꼬집는다. 맹자의 ‘자신을 미루어 타인을 헤아린다’는 추기급인(推己及人)에는 내 스스로의 기준이 바로 서있어야 한다는 전제가 필요하다는 사실을 직각자를 통해 깨닫는다. 흐르는 물이 구덩이를 채우지 않고는 앞으로 나아가지 않듯이 샌딩 작업과 같은 고달픈 과정도 피할 수 없다는 점 또한 받아들인다. 저자는 자신의 기준으로 나무를 이해하여 가구를 만드는 것이 목공의 과정이라고 말한다. 혼자 있을 때 삼가지 않는 것을 경계하는 율곡의 자경문(自警文)과 같이 목공의 일에서 신독(愼獨)을 추구하는 과정을 조곤조곤 즐기고 있다. 그런데 우리는 각자 자신의 일에서 이렇게 자신을 알아가는 과정을 즐기고 있을까? 미래에 저당 잡힌 현재를 찾지 못하고 목적을 위해 과정을 만들어내는 삶에 지친 우리들에게 인문학 목수의 실천하는 진리가 어떤 의미로 다가올까?",,,,Kor,,14000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1433115947334.jpg,임병희,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=673,이진남(강원대 철학과 교수),20150417,
홀로 서서 길게 통곡하니,,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,루이앤휴잇,"일생에서 가장 큰 슬픔은 어느 때일까? 특히 나라가 망했을 때 느끼는 ‘이성적’인 절통함이 아니라 사랑하는 이를 잃었을 때 복받치는 ‘감성적’인 애통함이 폐부를 찌르는 것은 어떤 상황에서일까? 이 책은 먼저 이승을 떠난 피붙이나 지인을 그리는 슬픔의 절규를 피눈물로 먹을 갈아 글로 남긴 조선시대 선비들의 절절한 마음을 현대를 사는 우리에게 시공을 초월해 생생하게 전해준다. 유배지에서 막내아들의 사망 소식을 듣고 눈물 흘리며 떨리는 손으로 붓을 잡은 정약용(丁若鏞)의 추도문에서부터 아내를 잃고 생전의 모습을 회상하며 애절하게 읊은 심노숭(沈魯崇)의 제문에 이르기까지, 자식이나 아내를 먼저 떠나보내고 슬픔에 겨워 적어 내려간 22편의 글은 읽는 이의 가슴에 가감 없이 전해온다. 또한 오라버니의 부고에 하늘을 원망하며 눈물범벅으로 지은 임윤지당(任允摯堂)의 제문에서부터 벗을 잃은 애통함에 눈물로 적은 홍대용(洪大容)의 애사(哀辭)에 이르기까지, 형제나 벗을 잃은 슬픔에 겨워 써 내려간 22편의 글은 독자들의 마음에 또 다른 층위의 슬픔을 전해주기에 부족함이 없다. 평생토록 학업과 수신에 매달린 조선의 유교 선비들은 사사로운 감정의 표출을 억제하는 데 익숙한 지식인이자 일종의 수도자였다. 그렇지만 피붙이 자식과 아내, 형제와 누이, 그리고 벗과 스승을 잃은 처절한 심정만큼은 그들도 쉽게 억제할 수 없었다. 특히 눈에 넣어도 아프지 않을 어린 자식을 갑자기 잃은 심정은 극도로 슬프고 슬프다는 참척(慘慽)이라는 말로도 제대로 형언하기 힘든 참혹한 슬픔이었다. 여느 장삼이사라면 그런 슬픔의 감정을 그저 한탄의 눈물로 흘려보냈겠지만, 조선의 일부 선비와 여성은 그것을 단장(斷腸)의 글로 응축하여 문학적으로 승화시켜 후세에 남겼다. 이 책은 바로 그런 글들을 선별하여 현대어로 수준 높게 번역해 제공함으로써, 오늘을 사는 현대인들이 옛 사람들과 시공을 초월해 교감할 수 있도록 도와준다.",,,,Kor,,15800,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1433115991749.jpg,신정일,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=674,계승범(서강대 사학과 교수),20150424,
"나다, 유치곤: 전설이 된 빨간 마후라",,대한민국 정책포털시스템,2021-05-05 02:37:06,문화체육관광부 추천도서,,,시간여행,"『나다, 유치곤』은 일반 국민에게 인식이 매우 미미했던 대한민국 공군의 존재를 강렬하게 각인시켜 준 라디오 드라마와 영화 ‘빨간 마후라’의 주인공 유치곤 장군의 생애를 그린 일대기이다. 유치곤의 어머니는 게으른 남편을 바라보다가는 자식들 입에 풀칠도 어려워서 두 아들을 데리고 일본으로 건너가 온갖 허드렛일을 하며 자식들을 키운다. 소년 유치곤은 가난의 압박과 피지배민족으로서의 차별과 멸시를 벗어보려고 열여섯의 나이에 소년병 모집에 응해서 공군조종사 훈련을 받고 특공대원이 된다. 말레이시아에 배치되어 출격의 날을 기다리는 도중 일본의 항복으로 연합군의 포로가 된다. 자신이 바로 그 악명 높은 카미카제 특공대의 일원이었음을 알기도 전에. 전쟁포로 석방으로 한국으로 송환된 유치곤은 해방조국의 치안을 돕다가 대한민국 공군이 창설되자 항공병으로 입대한다. 6·25 동란이 발발하자 유치곤은 자기 차례에는 물론 다른 조종사가 갑자기 몸이 아프거나 하면 주저 없이 대신 정찰을 나가서 때로는 하루에 3회 조종간을 잡기도 한다. 한국 공군이 드디어 전투기를 갖추게 된 후 유치곤은 UN공군이 500여 차례 출격해서도 성공하지 못한 승호리 철교를 폭파해서 적의 보급로를 끊는 등, 혁혁한 무공을 세운다. 1952년 4월에는 한국 공군에서 6번째로 100회 출격기록을, 1년 후에는 우리 공군 최초로 200회 출격기록을 수립하면서 송림제철소 폭격을 비롯한 빛나는 무훈을 세워서 국군과 연합군으로부터 수많은 훈장을 받는다. 유치곤은 한 번도 주저 없이, 한 마디 불평도 없이, 그 연속되는 초긴장의 생활을 견뎌냈다. 그러나 훈련생을 지도하는 도중 생도의 실수로 사고가 나서 한쪽 눈의 시력을 잃어 조종사로서 치명적인 타격을 입고, 장성급 승진인사에서도 배제되는 불운을 겪으면서 과로로 쓰러져서 순직하게 된다. 이 책은 주인공을 미화하기 위한 허구적 요소나 문학적 수식이 거의 없어서 담담한 기록물에 가깝다. 그러나 묵묵히, 자신의 모든 것을 걸고 주어진 임무에 충실했던 한 소박하고 강건한 사나이를 만나게 해 준다. 그리고 식민통치하의 우리 민족의 질곡과 신생 대한민국이 얼마나 위태롭게 명맥을 유지했는가와 나라를 지킨 선배들의 결의와 헌신을 느낄 수 있다.",,,,Kor,,14000,http://www.mcst.go.kr/attachFiles/cultureInfoCourt/monthServ/1438319044711.jpg,차인숙,,http://www.mcst.go.kr/web/s_culture/book/bookView.jsp?pDetailSeq=705,서지문(고려대 영어영문학과 명예교수),20150612,
