title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,referenceIdentifier,rights,copyrightOthers,url,contributor
파리 슈브니르,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,350,"이 책은 파리 커피 문화의 세세한 소개와 더불어 블루레리 데 떼흐느, 꼼드아 드 리샤느와 같은 카페의 독특함을 알려주며 파리지앵의 생활 속으로 우리를 이끈다. 파리사람들이 먹는 음식에는 어떤 숨겨진 의미가 있을지, 보다 의미 있는 맛집 탐방이 될 수 있도록 재미있는 이야기들을 들려준다. 이 책은 파리의 겉모습만 좇지 말고 그 이면을 보라고 끝없이 이야기한다. 우리가 그토록 열망하는 프랑스인들의 삶과 문화를 온전히 이해하기 위해서는 겉이 아닌 그 이면을 봐야 한다. 프랑스의 골목골목을 돌며 숨 쉬고 거닐어야 할 이유를 담고 있다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/67003.9277939842620140324174702.jpg,이영지,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14471&book_info_id=24,
학교사로 읽는  일본근현대사,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,336,"『학교사로 읽는 일본근현대사』는 학교라는 시간과 공간을 구성하고 있는 수많은 요소들을 끄집어내어 그 기원을 추적한다. 메이지기, 다이쇼기, 쇼와전전기, 전후기로 나누어 시기별로 수업료, 학교의 휴일, 수업시작을 알리는 신호음, 문구와 교구의 보급 등 학교생활과 직접적으로 연관된 장치들의 역사와 청일, 러일 전쟁 때, 메이지 천황의 '붕어' 때, 패전의 날, 미군의 주둔 때 등 주요 사건과 관련된 학교의 모습을 소개한다. 또한, 지역의 역사를 발견해 수업에 활용한 실천 사례를 소개하는데, 이는 학교사가 학생들에게 능동적이고 적극적인 역사학습을 이끌어낼 수 있는 소재가 될 수 있음을 보여주고 우리가 어떻게 학교사를 수업에 활용할 수 있는지를 잘 보여준다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/8442.24698977177320140324174834.jpg,"역사교육자 협의회 엮음/김한종, 강민아, 유한상, 황현정",,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14471&book_info_id=25,
학교에서 가르쳐주지  못한 우리 역사,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,272,"이 책은 선생님이 수업 시간에 못 다한 우리 역사 이야기를 80여 주제로 나누어 재미있게 들려준다. 고대에서부터 고려, 조선, 근현대에 이르기까지 우리가 미처 몰랐거나 혹은 역사의 참모습을 이해하는 데 도움이 될 이야기, 흥미로운 역사 일화들을 한 권에 담았다. 삼국시대의 첩보 작전, 당한 만큼 복수한 신라의 실성왕, 몽골 항쟁에 대한 바른 역사인식, 동전 던지기로 결정 난 한양 천도, 세도정치와 지역 차별의 역사, 장례식을 두 번 치러야 했던 명성황후 등 우리 역사에 대한 바른 이해와 재미를 더해줄 이야기들이 흥미롭게 펼쳐진다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/67210.5912161966620140324174948.jpg,원유상,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14471&book_info_id=26,
한국고대전쟁사 3,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,352,"이 책의 특별한 점은 민족의 승리와 애국심을 강조하는 국난극복사, 전략과 전술, 전투 상황에 대한 분석 없이 연대기의 사료를 나열하는 기계적인 전쟁사 서술방식에서 벗어나 생생한 전투 현장을 복원했다는 점이다. 저자는 간략하게 정리된 혹은 유가적 가치관에 따라 서술된 전투 기록들을 고대 전쟁의 전술, 무기, 지형, 서양 전쟁사의 사례와 비교하여 복원했다. ",,,,Kor,,http://www.kpipa.or.kr/upload/201403/35757.8404113652820140324175050.jpg,임용한,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14471&book_info_id=27,
행복은 좋은 이별 후에 온다,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,256,"수년 동안 상담을 해온 경험을 바탕으로 저자는 심리학 이론을 바탕으로 인생에서 진정한 이별이 갖는 의미와 이별을 잘 하는 방법을 제시한다. 또한 행복하게 살기 위해서는 건강한 이별이 필요하다고 강조한다. 이 책은 총 4개의 이별로 구성되어 있다. 첫 번째 이별에서는 이별이 우리 인생에 서 지니는 의미를 살펴보고 이별을 어떻게 받아들여야 하는지를 설명한다. 두 번째 이별은 ‘사람’과의 이별로서 연인, 가족, 친구 등 사람과의 이별을 어떻게 받아들여야 하는지를 이야기한다. 세 번째 이별은 ‘시간’과의 이별이다. 과거, 현재, 미래와 제대로 이별하여 눈앞의 ‘지금 이 순간’을 더욱 잘 보낼 수 있는 방법을 찾는다. 네 번째 이별은 ‘나 자신’과의 이별이다. 버리고 숨기고 싶은 나의 모습과 잘 이별하여 성숙된 어른으로 거듭날 수 있는 방법에 대해 이야기한다. 이 책을 통해 독자는 진정한 이별을 하여 행복해질 수 있는 방법을 찾을 수 있을 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/79788.4873422682320140325094534.jpg,선안남,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14482&book_info_id=26,
공부하는 인간,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,360,"『공부하는 인간』은 오늘날의 ‘공부’를 만들어낸 세계 각 문화권의 역사적, 문화적 배경을 들여다봄으로써 그러한 배경이 나라별 공부법에 끼친 영향과 무한 경쟁이 펼쳐지는 현대의 공부법에 있어서 동·서양의 차이점은 무엇인지, 왜 그런 차이가 생겨났는지 심층적으로 분석했다. 그들이 발로 뛰고 피부로 느끼고 마음으로 공감한 공부이야기는 세상 어디에서도 볼 수 없었던 생생한 현장감과 함께 미래에 우리가 추구해야 할 진정한 공부의 길은 무엇인지 깊이 있게 고민해보는 의미 있는 시간을 선사할 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/32490.5554270798520140325091645.jpg,KBS 공부하는 인간 제작팀,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14482&book_info_id=3,
괜찮아 10대 행복하면 되잖아,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,264,"이 책은 저자가 직접 발로 뛰면서 들은 십대들의 생생한 고민과 그것을 해결해주는 주옥같은 충고로 가득하다. 두 아이를 둔 부모의 입장에서 또는 흔들렸던 청소년기를 보냈던 인생의 선배로서 진심을 다해 십대들에게 어떤 마음가짐과 자세로 지금의 시기를 보내야 하는지 알려주는 이 책은, 그들에게 보내는 박수와 위안이 담겨 있는 ‘인생 지침서’라고 할 수 있다. 인생을 살아가면서 십대들이 겪는 어려움을 보여주고 십대들이 자신의 어려움을 이겨내기 위한 도서로 10대와 자녀를 둔 독자들에게 추천한다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/29386.3672176078920140325091758.jpg,최영철,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14482&book_info_id=4,
나도 가끔은 내가 누군지 궁금하다,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,372,"『나도 가끔은 내가 누군지 궁금하다』는 자아의 세상을 떠나 자기의 세상으로 가는 마음의 여행에 대해 다루고 있다. 자아는 일상을 살아가면서 외부세계에 적응하는 주체를 말한다. 일상생활 속의 ‘나’가 바로 자아라고 보면 된다. 기본적으로 자아는 경험과 기억에 의존하는데, 이러한 자아는 생각이고 어떤 의식이다. 반면에 자기는 우리의 존재 그 자체이다. 경험이나 교육의 영향을 받지만 그것만이 아니라 그것을 담아내는 존재의 그릇 같은 것이다. 이 책을 통해 독자들은 삶의 주체인 ‘나’에 대해 생각해보는  소중한 시간을 가질 수 있을 것이다. ",,,,Kor,,http://www.kpipa.or.kr/upload/201403/92689.0372421303820140325091907.jpg,김정수,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14482&book_info_id=5,
나로부터 자유로워지는 즐거움,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,224,"저자는 남이 세워 놓은 기준에 맞추려 하지 말고, 그렇게 우리의 내면에서 솟아오르는 진실을 따라가는 것, 그것이야말로 흔들리지 않는 행복이라는 깨달음을 우리에게 전하고 있다. 이를 위해서 우리는 ‘가만히 나를 들여다보는 시간’, ‘가만히 내게 귀 기울이는 시간’을 가져야 한다. 그렇게 할 때 보이는 것이 있고, 들리는 것이 있다. 행복해지기 위해 다른 사람의 기준이 아닌 자신만의 기준을 가지고 인생을 살아가라고 조언하는 저서로 경쟁의 사회에 살아가는 많은 이들이 행복한 삶을 살기 위해 도움이 되기에 우수도서로 선정한다.",,,,Kor,,http://www.kpipa.or.kr/upload/201403/55546.45051424549520140325092008.jpg,김정호,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=14482&book_info_id=6,
묵자 읽기,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,235,"이 책은 『묵자』의 핵심 철학 사상을 간단명료한 언어로 정리해 쉽게 핵심을 간파할 수 있도록 하고 있다. 묵가는 서민의 편에 서서 유가와 지배 계급에 대항하면서, 정의ㆍ사랑ㆍ평화를 슬로건으로 더불어 살아가는 세상을 열고자 고군분투한 집단이었다. 더불어 사랑하고 함께 이익을 나누는 겸애사회를 추구하는 묵학에서 오늘의 위기를 극복하는 지혜를 얻을 수 있을 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/20023.73298427679820150102155211.jpg,박문현,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=14,
미술관에 간 붓다,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,293,"이 책은 누구나 한번쯤 접해 본 불교 예술을 통해 미학을 새롭게 해석한 책이다. 지금까지 서양 미학적 관점에서 예술 작품을 분석하는 것이 주류를 이루어 왔다면, 이 책에서는 배트맨과 사천왕의 공통점에서부터 로댕의 ‹생각하는 사람›과 ‹반가사유상›의 차이까지 새롭게 해석한 불교 예술과 미학의 세계를 만날 수 있다. 저자는 해박한 인문학적 지식을 바탕으로 불교와 기독교, 동양과 서양, 회화나 조각은 물론 영화 예술까지 장르를 넘나들며 불교 예술의 사상적, 문화적, 미학적, 역사적 가치를 흥미롭게 풀어낸다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/13822.94811474819120150102155433.jpg,명법,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=15,
미술의 생각 인문의 마음,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,332,"이 책은 사회ㆍ역사적 배경, 주제와 표현 기법뿐 아니라 우리 삶과의 연관성을 주목해, 인문학의 관점에서 예술품과 미술 작가에 다가선다. 단순히 미술 작품 및 사조를 미술사적으로만 풀어내는 것이 아니라 그 안에 내재되어 있는 의미를 철학, 과학, 문학, 종교, 심리학의 다양한 접근법을 사용하여 해석하고 있다. 또한 동양과 서양의 여러 작품들을 함께 분석하여 통합적으로 생각해 볼 기회를 제공한다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/88852.7093517388320150102155702.jpg,전준엽,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=16,
반 고흐와 고갱의 유토피아,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,249,이 책은 고흐와 고갱의 작품을 다루면서도 이들의 추구한 예술과 이상향을 추적하고 있다. 미술 작품에 대한 비평의 차원을 넘어 미술에 대한 인문학적 이해를 시도하고 있다. 근대 문명의 논리와 타협하지 않고 자신의 욕망을 끝까지 추구하려 했던 두 화가의 이야기를 통해 그들의 예술 세계를 이해할 수 있을 것이다.,,,,Kor,,http://www.kpipa.or.kr/upload/201501/23195.4386250698420150102155900.jpg,이택광,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=17,
백문백답,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,311,"순진무구한 어린이들의 질문을 통하여 모든 이로 하여금 진리의 내면 세계를 탐구하게 해 주는 안내서이다. 삶의 지혜와 철학, 예절, 과학과 상식 등 다양한 내용의 구성을 통해 독자들을 또 다른 진리의 세계로 안내하기에 부족함이 없다. 어린이의 질문을 통한 인생의 진리를 꿰뚫는 명쾌한 이야기들로 가득하기에 남녀노소 누구나 읽어 보고 좀 더 성숙한 삶을 살아가는 데 많은 도움이 될 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/16899.84024201259720150102160028.jpg,천명일,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=18,
별자리서당 : 삶의 지혜가 담긴 동양별자리이야기,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,256,"이 책은 별들의 메시지를 해석하기 위해 꼭 필요한 동양의 우주론과 동양별자리 28수에 대한 기초 지식들을 배울 수 있게 도와준다. 별의 크기, 나이, 거리, 성분 등의 객관적이고 과학적인 사실 보다 ‘나와 우주의 관계 바로 알기’에 주목하고 있다. 이 책을 통해 독자들은 동양별자리에 담긴 삶의 지혜를 얻을 수 있을 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/33432.3305072510720150102160157.jpg,손영달 ,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25176&book_info_id=19,
하루 10분 독서의 힘,,홈페이지,2021-01-05 19:50:47,세종도서_교양,,,326,"이 책은 하루 10분의 몰입 독서를 통해 진정한 자아성찰을 이루고, 외부 세계에 대한 통찰력을 키우는 것을 목표로 하고 있다. 저자는 10분의 시간을 완전히 깨어 있는 의식으로 전환시켜 몰입함으로써 지식과 정보의 단순한 습득뿐만 아니라 자신의 꿈과 비전을 현실에서 이룰 수 있다고 전한다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/87270.6759461816720150102151442.jpg,임원화,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=16,
한국 북디자인 100년,,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,477,"이 책은 지난 100년간 한국 출판디자인의 역사를 다루고 있는 북디자인의 집대성이다. 1883년 서양 활판인쇄술이 도입된 이래 1983년까지 우리 근대 인쇄·출판 100년간 단행본들의 표지 디자인이 변천하는 과정을 실물 자료를 통해 살폈다. 우리가 잘 모르는 고서의 장정 등 풍부한 시각 자료를 제시함으로써 북디자인이라는 분야에 대해 흥미를 주고 있어, 출판 분야뿐만 아니라 디자인을 공부하는 학생, 일반인들에게도 도움이 되는 자료이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/20029.324439227720150102151543.jpg,박대헌,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=17,
한상기의 소셜미디어 특강,,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,479,"소셜미디어를 일목요연하게 정리한 도서로서, 이제는 삶의 일부인 소셜미디어를 정의해 놓았다. 소셜미디어의 정의부터 발전사, 가치와 의의 그리고 진화와 미래까지 정리해 놓음으로써 저자의 창의적 기획과 발상을 엿볼 수 있다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/69089.5080444661620150102151634.jpg,한상기,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=18,
행복한 죽음,,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,400,"국제 임종치유사 송길원 목사가 아들과 함께 만든 책으로, 여러 다양한 문학 작품을 인용하며 에피소드별로 자신의 코멘트를 달았다. 이 책은 행복한 죽음은 행복한 삶이 이끌어 낼 수 있으며, 이를 위해서는 행복한 삶을 위한 우리의 성찰과 교육이 필요함을 강조하고 있다. 독자들은 두려운 죽음이 아닌 행복한 삶의 마침표로써 죽음을 새롭게 성찰할 수 있을 것이다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/61471.913122271320150102151724.jpg,"송길원, 송예준",,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=19,
"국어 선생님, 영국 가다",,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,269,"세계 명작의 주요 무대가 된 영국 각 지역을 여행한 현직 국어 선생님의 기행문이다. 남쪽의 항구 도시 도버에서 북쪽 스코틀랜드의 에든버러까지, 대도시 런던에서 시골 마을 그래스미어까지, 종횡무진 영국을 가로지르며 세계적인 영국 문학 작품이 탄생한 곳 그리고 작품의 배경이 된 장소를 찾아간다. 여행의 경험이 녹아 있는 책이기에 에세이 보듯 편하고 쉽게 읽을 수 있고 산뜻한 일러스트레이션과 선명한 사진으로 현장감을 더욱 느낄 수 있다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/31089.16796750170820150102143957.jpg,"강혜원 글, 김학수 그림",,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=2,
"꾸준히, 자유롭게, 즐겁게",,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,238,"이 책은 오픈 소스 개발자들의 인터뷰 모음집이다. 오늘날 오픈 소스는 전 세계 수억 명이 사용하는 SNS부터 스마트폰 운영 체제에 이르기까지 컴퓨팅 환경 구석구석에 쓰이고 있다. 꾸준히, 자유롭게, 즐겁게 일해 온 개발자들의 이야기는 그대로 우리 IT 업계의 역사로 읽어 볼 수 있다. IT업계의 오픈 소스 전문가 6명을 인터뷰하여 오픈 소스의 과거와 현재를 이야기하고 미래를 조망한다.",,,,Kor,,http://www.kpipa.or.kr/upload/201501/86325.3704728665520150102144112.jpg,송우일,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25178&book_info_id=3,
창조도시를 넘어서,,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,379,창조 도시에 대한 단편적인 소개나 문화 산업 육성을 위한 정책적 제안만이 과잉 담론화되어 온 우리 사회의 현실에 대해 반성하고 미래의 도시를 사람들의 공동체로 만들어야 한다는 장기적인 과제를 제기하고 있다. 단순한 문화 개발주의를 넘어서 도시를 창조적 공동체를 만들어야 한다는 제안을 담아 내고 있다. 다양한 분야의 전문가가 다각도의 관점에서 기술하고 있어 균형을 유지하고 있다.,,,,Kor,,http://www.kpipa.or.kr/upload/201501/89367.5720978319720150105113332.jpg,박세훈 외 9인,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25180&book_info_id=67,
최고의 석학들은 어떤 질문을 할까,,홈페이지,2021-01-05 19:50:48,세종도서_교양,,,431,세계적인 석학들로부터 “자신의 삶에 가장 큰 영향을 주었던 질문은 무엇입니까?”에 대한 묻고 이에 대한 답을 받아 정리한 책이다. 어떤 문제나 난관에 봉착했을 때 스스로 질문을 던져보고 그에 대한 답을 구하는 과정이 당면한 문제의 의미와 해결을 찾는데 가장 효과적일 수 있다는 메시지를 석학들의 입을 통해 전해 주고 있다.,,,,Kor,,http://www.kpipa.or.kr/upload/201501/57860.2493045957720150105113418.jpg,미하이 칙센트미하이 외 89인,,http://www.kpipa.or.kr/info/excBookInfo.do?board_id=39&type_id=2&article_id=25180&book_info_id=68,
