title,alternativeTitle,creator,regDate,collectionDb,subjectCategory,subjectKeyword,extent,description,spatialCoverage,temporal,person,language,sourceTitle,referenceIdentifier,rights,copyrightOthers,url,contributor
역사의 오류,,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,"이&nbsp;책은&nbsp;고대로부터&nbsp;최근에&nbsp;이르기까지&nbsp;세계사에서&nbsp;벌어진&nbsp;중대한&nbsp;역사적&nbsp;오류와&nbsp;왜곡&nbsp;및&nbsp;과장되거나&nbsp;축소된&nbsp;또한&nbsp;비틀어진&nbsp;전설들을&nbsp;이야기한&nbsp;것이다.&nbsp;여기서&nbsp;소개된&nbsp;내용들은&nbsp;우리가&nbsp;알고&nbsp;있는&nbsp;객관적인&nbsp;사실의&nbsp;설명이&nbsp;아니라,&nbsp;각각의&nbsp;사건들의&nbsp;역사적&nbsp;맥락을&nbsp;충분히&nbsp;살펴보는데&nbsp;중점을&nbsp;두었다.&nbsp;누가&nbsp;언제&nbsp;어디서&nbsp;무엇을&nbsp;했다는&nbsp;단순한&nbsp;사실을&nbsp;밝히기보다&nbsp;어떤&nbsp;배경과&nbsp;과정을&nbsp;통해&nbsp;그런&nbsp;결과가&nbsp;나타났으며,&nbsp;역사왜곡의&nbsp;동기와&nbsp;의도가&nbsp;무엇인지를&nbsp;나타내고자&nbsp;하였다.&nbsp;이&nbsp;책을&nbsp;통해서&nbsp;우리는&nbsp;세계사를&nbsp;이해하는&nbsp;데&nbsp;있어&nbsp;좀&nbsp;더&nbsp;넓은&nbsp;시선으로&nbsp;바라보며&nbsp;판단할&nbsp;수&nbsp;있을&nbsp;것이다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080508151556.jpg,베른트 잉그마르 구트베를레트 ,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=382,
읽지 않은 책에 대해 말하는 법,,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,"『읽지&nbsp;않은&nbsp;책에&nbsp;대해&nbsp;말하는&nbsp;법』은&nbsp;비독서를&nbsp;포함하는&nbsp;새로운&nbsp;독서&nbsp;패러다임을&nbsp;제시하는&nbsp;책으로&nbsp;&nbsp;전통적으로&nbsp;당연하게&nbsp;여겨온&nbsp;독서문화와&nbsp;그에&nbsp;대한&nbsp;금기를&nbsp;되짚어&nbsp;보며&nbsp;&quot;이런&nbsp;책은&nbsp;꼭&nbsp;읽어야&nbsp;한다&quot;는&nbsp;강박관념에서&nbsp;벗어나,&nbsp;독서의&nbsp;목적과&nbsp;방법에&nbsp;대한&nbsp;새로운&nbsp;패러다임을&nbsp;제시하고&nbsp;있다.&nbsp;
&nbsp;저자는&nbsp;독서가&nbsp;책의&nbsp;구체적인&nbsp;내용을&nbsp;알기&nbsp;위한&nbsp;것이&nbsp;아니라&nbsp;책과&nbsp;책,&nbsp;책과&nbsp;독자&nbsp;사이의&nbsp;네트워크를&nbsp;파악해&nbsp;전체적인&nbsp;지식지도를&nbsp;그려내는&nbsp;총체적&nbsp;독서가&nbsp;되어야&nbsp;한다고&nbsp;주장한다.&nbsp;또한&nbsp;저자가&nbsp;비독서자로&nbsp;살아오면서&nbsp;겪은&nbsp;일들에&nbsp;대한&nbsp;일련의&nbsp;조언들을&nbsp;함께&nbsp;실어,&nbsp;의사소통의&nbsp;문제와&nbsp;독서&nbsp;활동에&nbsp;도움을&nbsp;준다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080530110143.jpg,피에르 바야르 저 ; 김병욱 역,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=388,
수학의 사생활 ,,홈페이지,2021-01-05 23:31:30,사서추천도서,자연과학,,,"사이언티픽&nbsp;아메리칸&nbsp;북클럽&nbsp;도서&nbsp;선정&nbsp;도서
&lt;수학의&nbsp;사생활&gt;은&nbsp;저자&nbsp;슈피로가&nbsp;스위스&nbsp;일간지&nbsp;「노이에&nbsp;취르허&nbsp;차이퉁」에&nbsp;연재했던&nbsp;수학&nbsp;관련&nbsp;기사들을&nbsp;선별하여&nbsp;펴낸&nbsp;책으로&nbsp;수학의&nbsp;즐거움에&nbsp;눈뜰&nbsp;수&nbsp;있도록&nbsp;수학의&nbsp;매력적이고&nbsp;이색적인&nbsp;면을&nbsp;보여주고&nbsp;있다.&nbsp;
6부로&nbsp;나뉜&nbsp;이&nbsp;책은&nbsp;거의&nbsp;알려지지&nbsp;않은&nbsp;흥미로운&nbsp;역사적&nbsp;사건들과&nbsp;위대한&nbsp;수학자들,&nbsp;가장&nbsp;중요한&nbsp;미해결&nbsp;추측들,&nbsp;그리고&nbsp;이미&nbsp;해결된&nbsp;문제와&nbsp;수수께끼들을&nbsp;다룬다.&nbsp;수학과&nbsp;관련된&nbsp;온갖&nbsp;이야기들이&nbsp;50항목의&nbsp;짧고&nbsp;재미있고&nbsp;글로&nbsp;이야기한다.&nbsp;
경험적으로는&nbsp;쉽게&nbsp;알&nbsp;수&nbsp;있는&nbsp;사실이지만&nbsp;이를&nbsp;수학적으로&nbsp;증명하기&nbsp;위해&nbsp;식음을&nbsp;전폐하는&nbsp;수학자들의&nbsp;집념을&nbsp;확인하는&nbsp;일은&nbsp;예술품&nbsp;하나를&nbsp;완성하기&nbsp;위해&nbsp;혼을&nbsp;바치는&nbsp;장인과&nbsp;같은&nbsp;감동을&nbsp;준다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080610153529.jpg,조지 G. 슈피로  지음 ; 전대호  옮김,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=392,
승자독식사회,,홈페이지,2021-01-05 23:31:30,사서추천도서,사회과학,,,"프로야구&nbsp;선수들&nbsp;연봉의&nbsp;부익부&nbsp;빈익빈&nbsp;현상에&nbsp;관한&nbsp;기사를&nbsp;본&nbsp;적이&nbsp;있을&nbsp;것이다.&nbsp;어떤&nbsp;선수들은&nbsp;억대가&nbsp;넘는&nbsp;고액의&nbsp;연봉을&nbsp;받는&nbsp;반면,&nbsp;60%&nbsp;정도의&nbsp;프로야구선수들은&nbsp;3000만&nbsp;원&nbsp;이하의&nbsp;연봉을&nbsp;받고&nbsp;있다고&nbsp;한다.&nbsp;이와&nbsp;같이&nbsp;경쟁에서&nbsp;승리한&nbsp;몇몇&nbsp;스타들이&nbsp;모든&nbsp;부를&nbsp;독차지&nbsp;하는&nbsp;승자독식현상을&nbsp;두&nbsp;경제학자&nbsp;로버트&nbsp;프랭크와&nbsp;필립&nbsp;쿡이&nbsp;분석하여&nbsp;책으로&nbsp;내었다.&nbsp;&nbsp; 이제는&nbsp;연예계나&nbsp;스포츠계&nbsp;뿐만&nbsp;아니라&nbsp;투자금융시장,&nbsp;법률시장,&nbsp;의료시장,&nbsp;경영자시장,&nbsp;교육시장&nbsp;등&nbsp;모든&nbsp;시장에까지&nbsp;확산되어가는&nbsp;승자독식현상은&nbsp;과도한&nbsp;경쟁과&nbsp;그로&nbsp;인해&nbsp;발생하는&nbsp;수많은&nbsp;패배자들,&nbsp;또&nbsp;그에&nbsp;비례하여&nbsp;상승하는&nbsp;승자들의&nbsp;수익까지&nbsp;이&nbsp;계속되는&nbsp;악순환을&nbsp;이어나감으로써&nbsp;더욱&nbsp;더&nbsp;심화되고&nbsp;있다.&nbsp; 1995년&nbsp;미국에서&nbsp;출간될&nbsp;당시&nbsp;미국사회에&nbsp;막&nbsp;나타나고&nbsp;있던&nbsp;승자독식현상을&nbsp;분석한&nbsp;이&nbsp;책이&nbsp;2008년&nbsp;우리나라에&nbsp;출간된&nbsp;현재&nbsp;우리&nbsp;사회&nbsp;또한&nbsp;그와&nbsp;아주&nbsp;비슷한&nbsp;승자독식현상을&nbsp;겪고&nbsp;있다.&nbsp;이러한&nbsp;시기에&nbsp;우리는&nbsp;이&nbsp;책을&nbsp;통해서&nbsp;그&nbsp;현상의&nbsp;내부를&nbsp;깊게&nbsp;꿰뚫어보고&nbsp;어떻게&nbsp;대처해야&nbsp;할지에&nbsp;대해서&nbsp;생각할&nbsp;수&nbsp;있다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080716134300.jpg,"로버트 프랭크, 필립 쿡 공저",,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=399,
세계를 삼킨 숫자 이야기,,홈페이지,2021-01-05 23:31:30,사서추천도서,자연과학,,,"과학사분야의&nbsp;저명한&nbsp;과학자&nbsp;I.&nbsp;B.&nbsp;코언의&nbsp;마지막&nbsp;저서로&nbsp;수의&nbsp;개념이&nbsp;역사속에서&nbsp;어떻게&nbsp;활용되어왔는지&nbsp;다양한&nbsp;예를&nbsp;들어가며&nbsp;설명한&nbsp;후,&nbsp;왜&nbsp;숫자가&nbsp;현대에&nbsp;들어&nbsp;인류문명에&nbsp;중요하게&nbsp;부각되고&nbsp;있는지에&nbsp;대해&nbsp;논하고&nbsp;있다.&nbsp;숫자는&nbsp;정치,&nbsp;사회,&nbsp;통계,&nbsp;과학기술&nbsp;분야의&nbsp;복잡한&nbsp;문제를&nbsp;해결해내고&nbsp;있는&nbsp;컴퓨터의&nbsp;개발과&nbsp;더불어&nbsp;이&nbsp;세상을&nbsp;새로운&nbsp;‘디지털’&nbsp;정보의&nbsp;시대로&nbsp;이끌고&nbsp;있다고&nbsp;저자는&nbsp;말하고&nbsp;있다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/060105155909.jpg,I. B. 코언 지음 ; 김명남 옮김,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=40,
정치학으로의 산책,,홈페이지,2021-01-05 23:31:30,사서추천도서,사회과학,,,"&nbsp;&nbsp;한국인만큼&nbsp;정치에&nbsp;대한&nbsp;관심이&nbsp;많은&nbsp;국민이&nbsp;또&nbsp;있을까?&nbsp;술잔을&nbsp;나누는&nbsp;자리에서&nbsp;빠지지&nbsp;않고&nbsp;나오는&nbsp;단골메뉴&nbsp;중&nbsp;하나가&nbsp;정치&nbsp;이야기이고,&nbsp;택시를&nbsp;타도&nbsp;택시기사가&nbsp;건네는&nbsp;이야기의&nbsp;대부분이&nbsp;정치&nbsp;이야기이다.&nbsp;정치는&nbsp;우리의&nbsp;생활과&nbsp;떼려야&nbsp;뗄&nbsp;수&nbsp;없는&nbsp;삶의&nbsp;한&nbsp;부분이지만&nbsp;이러한&nbsp;정치를&nbsp;연구대상으로&nbsp;하는&nbsp;학문인&nbsp;정치학은&nbsp;많은&nbsp;사람들이&nbsp;어렵고&nbsp;따분하다고&nbsp;생각한다. &nbsp;&nbsp;이&nbsp;책은『정치학으로의&nbsp;산책』이라는&nbsp;제목에서도&nbsp;알&nbsp;수&nbsp;있듯이,&nbsp;어렵고&nbsp;까다롭게&nbsp;느껴지는&nbsp;정치학을&nbsp;가볍게&nbsp;산책하는&nbsp;기분으로&nbsp;읽을&nbsp;수&nbsp;있는&nbsp;책이다.&nbsp;정치에&nbsp;대한&nbsp;관심과&nbsp;흥미를&nbsp;유발하기&nbsp;위해&nbsp;영화&nbsp;속에&nbsp;숨어있는&nbsp;정치현상을&nbsp;소개하기도&nbsp;하고,&nbsp;장상&nbsp;총리서리&nbsp;임명사례를&nbsp;들어&nbsp;성과&nbsp;정치에&nbsp;관해&nbsp;이야기하는&nbsp;등,&nbsp;내용&nbsp;전개가&nbsp;흥미롭다. &nbsp;&nbsp;어려운&nbsp;용어들은&nbsp;풀어서&nbsp;쓰고,&nbsp;각&nbsp;장의&nbsp;마지막에&nbsp;핵심내용을&nbsp;요약한&nbsp;‘포인트’와&nbsp;인용하거나&nbsp;참고한&nbsp;글을&nbsp;소개한&nbsp;‘읽을거리’를&nbsp;수록하는&nbsp;등,&nbsp;저자들이&nbsp;가능한&nbsp;쉽게&nbsp;정치학을&nbsp;소개하려고&nbsp;노력한&nbsp;흔적이&nbsp;곳곳에&nbsp;보이는&nbsp;책이다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080818140408.jpg,21세기 정치연구회,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=405,
집을 생각한다,,홈페이지,2021-01-05 23:31:30,사서추천도서,자연과학,,,"일본인&nbsp;건축가&nbsp;나카무라&nbsp;요시후미가&nbsp;쓴&nbsp;&lt;집을&nbsp;생각한다&gt;는&nbsp;주택전문&nbsp;건축가가&nbsp;생각하는&nbsp;&#039&#039좋은&nbsp;집은&nbsp;어떤&nbsp;집인가&#039&#039에&nbsp;대한&nbsp;답을&nbsp;차분히&nbsp;적은&nbsp;에세이이다.&nbsp;이&nbsp;책은&nbsp;좋은&nbsp;집이&nbsp;갖춰야&nbsp;할&nbsp;열두&nbsp;가지&nbsp;조건을&nbsp;제시하고&nbsp;건축을&nbsp;완성하는&nbsp;주인공은&nbsp;건축가가&nbsp;아니라&nbsp;공간을&nbsp;사용하는&nbsp;사람임을&nbsp;거듭&nbsp;강조하고&nbsp;있다.&nbsp;
30년&nbsp;넘게&nbsp;주택을&nbsp;전문으로&nbsp;만들어온&nbsp;저자의&nbsp;경험과&nbsp;생각을&nbsp;유쾌한&nbsp;어조로&nbsp;이야기&nbsp;하고&nbsp;자신이&nbsp;직접&nbsp;설계한&nbsp;집을&nbsp;비롯해&nbsp;안도&nbsp;다다오,&nbsp;찰스&nbsp;무어,&nbsp;필립&nbsp;존슨,&nbsp;루이스&nbsp;칸,&nbsp;무라노&nbsp;도고&nbsp;등&nbsp;세계적인&nbsp;건축가들의&nbsp;주택과&nbsp;유쾌하면서도&nbsp;섬세한&nbsp;일러스트를&nbsp;통해&nbsp;좋은&nbsp;집이&nbsp;갖추어야&nbsp;할&nbsp;요건에&nbsp;대해&nbsp;알려주고&nbsp;집을&nbsp;바라보는&nbsp;새로운&nbsp;관점을&nbsp;제시한다.&nbsp;
&nbsp;건축을&nbsp;공부하는&nbsp;사람,&nbsp;집을&nbsp;짓고&nbsp;있는&nbsp;사람뿐만&nbsp;아니라,&nbsp;집&nbsp;안에서&nbsp;생활하고&nbsp;집을&nbsp;사랑하는&nbsp;모든&nbsp;사람이&nbsp;진정한&nbsp;집의&nbsp;의미를&nbsp;되새길&nbsp;수&nbsp;있는&nbsp;책이&nbsp;될&nbsp;것이다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/080930173008.jpg, 나카무라 요시후미,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=411,
"과학, 역사 그리고 과학사 ",,홈페이지,2021-01-05 23:31:30,사서추천도서,자연과학,,,"이&nbsp;책은&nbsp;지난&nbsp;30여&nbsp;년&nbsp;동안&nbsp;대학에서&nbsp;과학사를&nbsp;강의해&nbsp;온&nbsp;저자가&nbsp;과학의&nbsp;역사와&nbsp;과학사학이라는&nbsp;학문&nbsp;분야를&nbsp;주제로&nbsp;과학사의&nbsp;전공자들과&nbsp;이&nbsp;분야에&nbsp;관심있는&nbsp;일반&nbsp;독자들에게&nbsp;과학사&nbsp;전반에&nbsp;대한&nbsp;이해를&nbsp;돕기&nbsp;위해&nbsp;쓴&nbsp;교양서이다.&nbsp;전체&nbsp;2부로&nbsp;구성되었는데&nbsp;1부에서는&nbsp;&#039&#039역사&nbsp;속의&nbsp;과학&#039&#039이라는&nbsp;제목으로&nbsp;중국&nbsp;전통&nbsp;문화&nbsp;속에서&nbsp;과학의&nbsp;형성&nbsp;과정과&nbsp;한국&nbsp;현대사회에서&nbsp;과학의&nbsp;위치와&nbsp;역할&nbsp;등을&nbsp;다루고&nbsp;있다.&nbsp;또한&nbsp;2부에서는&nbsp;&#039&#039과학사와&nbsp;과학사학자&#039&#039라는&nbsp;제목으로&nbsp;과학사학의&nbsp;그&nbsp;동안의&nbsp;동향과&nbsp;문제점,&nbsp;과학사와&nbsp;과학철학,&nbsp;그리고&nbsp;한국과&nbsp;중국,&nbsp;서양&nbsp;과학사&nbsp;분야의&nbsp;선구적&nbsp;학자&nbsp;3인의&nbsp;학문적&nbsp;업적을&nbsp;비판적으로&nbsp;다룸으로써&nbsp;과학사에&nbsp;대한&nbsp;다양한&nbsp;관점을&nbsp;제시하고&nbsp;있다.&nbsp;
&nbsp;이&nbsp;책을&nbsp;통해&nbsp;독자는&nbsp;과학사&nbsp;분야의&nbsp;학문적&nbsp;성격과&nbsp;그&nbsp;맥락에&nbsp;대한&nbsp;전반적인&nbsp;이해를&nbsp;가질&nbsp;수&nbsp;있으며&nbsp;이에&nbsp;더해&nbsp;과학사가&nbsp;추구하는&nbsp;목표와&nbsp;적용&nbsp;방법을&nbsp;알&nbsp;수&nbsp;있을&nbsp;것이다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081006145140.jpg,김영식,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=412,
마치 돌아오지 않을 것처럼,,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,"‘여행에&nbsp;미친&nbsp;사진가의&nbsp;여행본능을&nbsp;불러일으키는&nbsp;포토에세이’라는&nbsp;부제&nbsp;속에&nbsp;이&nbsp;책에&nbsp;대한&nbsp;모든&nbsp;설명이&nbsp;담겨져&nbsp;있다.&nbsp;저자는&nbsp;1년에&nbsp;절반&nbsp;이상을&nbsp;낯선&nbsp;곳에서&nbsp;낯선&nbsp;사람들을&nbsp;만나는&nbsp;특별한&nbsp;삶을&nbsp;사는&nbsp;사람이다.&nbsp;케이프타운의&nbsp;눈이&nbsp;시릴&nbsp;정도로&nbsp;아름다운&nbsp;푸른&nbsp;바다,&nbsp;어린왕자를&nbsp;떠오르게&nbsp;만드는&nbsp;마다가스카르의&nbsp;바오밥나무,&nbsp;도시&nbsp;전체가&nbsp;영화세트처럼&nbsp;아름답고&nbsp;고풍스러운&nbsp;에딘버러&nbsp;등&nbsp;책을&nbsp;펼치면&nbsp;쏟아지는&nbsp;그의&nbsp;사진들은&nbsp;가보지&nbsp;못한&nbsp;곳을&nbsp;향한&nbsp;설렘과&nbsp;이미&nbsp;다녀온&nbsp;곳에&nbsp;대한&nbsp;그리움을&nbsp;불러일으킨다.&nbsp;가슴을&nbsp;녹이는&nbsp;아름다운&nbsp;눈망울의&nbsp;아이들,&nbsp;푸근한&nbsp;미소를&nbsp;짓고&nbsp;있는&nbsp;베트남의&nbsp;어느&nbsp;할머니,&nbsp;공원&nbsp;의자에&nbsp;앉아&nbsp;독서에&nbsp;열중하며&nbsp;휴식을&nbsp;취하는&nbsp;사람들의&nbsp;여유로움&nbsp;등&nbsp;사진에서&nbsp;묻어나는&nbsp;따뜻함이&nbsp;참&nbsp;인상적인&nbsp;책이다.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081029103056.jpg,신미식,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=418,
지식ⓔ 2,,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,『지식ⓔ』는&nbsp;EBS에서&nbsp;일주일에&nbsp;세&nbsp;편씩&nbsp;방영되는&nbsp;프로그램&nbsp;&lt;지식채널&nbsp;ⓔ&gt;의&nbsp;영상과&nbsp;메시지를&nbsp;喜努哀樂의&nbsp;주제&nbsp;아래&nbsp;40개의&nbsp;에피소드로&nbsp;담았다.&nbsp;『지식ⓔ』는&nbsp;이&nbsp;시대를&nbsp;살아가는&nbsp;우리가&nbsp;알아야&nbsp;할&nbsp;지식을&nbsp;다룬&nbsp;책으로&nbsp;여기서는&nbsp;&#039&#039지식&#039&#039&nbsp;그&nbsp;자체보다는&nbsp;&#039&#039지식&#039&#039을&nbsp;바라보는&nbsp;시각에&nbsp;주목한다.&nbsp;단편적인&nbsp;지식을&nbsp;입체적으로&nbsp;조명하여&nbsp;우리들에게&nbsp;화두를&nbsp;던진다.&nbsp;그&nbsp;화두는&nbsp;비록&nbsp;작은&nbsp;것이나&nbsp;바쁘게&nbsp;살아가는&nbsp;우리의&nbsp;삶&nbsp;속에서&nbsp;잠깐&nbsp;멈춰서&nbsp;생각할&nbsp;수&nbsp;있는&nbsp;의미&nbsp;있는&nbsp;시간을&nbsp;만든다.,,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081029105752.jpg,EBS 지식채널ⓔ,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=419,
(처음 만나는)도덕경,,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,『처음만나는&nbsp;도덕경』은&nbsp;도덕경을&nbsp;처음&nbsp;접하는&nbsp;사람들이&nbsp;좀&nbsp;더&nbsp;쉽게&nbsp;그&nbsp;내용을&nbsp;이해할&nbsp;수&nbsp;있도록&nbsp;해주는&nbsp;책이다.&nbsp;한의사인&nbsp;저자는&nbsp;많은&nbsp;환자들을&nbsp;진료하는&nbsp;과정에서&nbsp;사람들이&nbsp;가지고&nbsp;있는&nbsp;자신과&nbsp;세상에&nbsp;대한&nbsp;철학에&nbsp;따라&nbsp;사람들의&nbsp;삶의&nbsp;모습이&nbsp;달라진다는&nbsp;것을&nbsp;깨닫고&nbsp;자유의&nbsp;철학을&nbsp;말하는&nbsp;도덕경에&nbsp;주목하게&nbsp;되었고&nbsp;이것을&nbsp;바탕으로&nbsp;이&nbsp;책을&nbsp;펴내게&nbsp;되었다고&nbsp;한다.&nbsp;저자는&nbsp;평범한&nbsp;일상에서&nbsp;흔히&nbsp;겪게&nbsp;되는&nbsp;일이나&nbsp;사회적으로&nbsp;문제된&nbsp;사건들의&nbsp;경우를&nbsp;사례로&nbsp;들어가며&nbsp;도덕경의&nbsp;내용을&nbsp;설명하고&nbsp;저자&nbsp;나름의&nbsp;해설을&nbsp;덧붙여&nbsp;구체적으로&nbsp;원문을&nbsp;해석하고&nbsp;있다.&nbsp;그래서&nbsp;지나치게&nbsp;추상적이어서&nbsp;모호하게&nbsp;여겨지는&nbsp;노자의&nbsp;사상이&nbsp;보다&nbsp;구체적이며&nbsp;친근하게&nbsp;다가오게&nbsp;한다.,,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081107094727.jpg,백진웅,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=426,
"책, 세상을 탐하다",,홈페이지,2021-01-05 23:31:30,사서추천도서,인문과학,,,"『책,&nbsp;세상을&nbsp;탐하다』는&nbsp;우리시대&nbsp;책벌레&nbsp;29인의&nbsp;책과&nbsp;독서에&nbsp;관한&nbsp;아주&nbsp;특별한&nbsp;개인적&nbsp;체험을&nbsp;담고&nbsp;있다.&nbsp;소설가&nbsp;성석제는&nbsp;한때&nbsp;자신이&nbsp;책도둑이었음을&nbsp;고백하였고,&nbsp;정호승&nbsp;시인은&nbsp;책의&nbsp;운명에&nbsp;대해&nbsp;이야기했다.&nbsp;그들의&nbsp;책&nbsp;이야기는&nbsp;조용하지만&nbsp;열렬하다.&nbsp;“서가에서&nbsp;빼내어&nbsp;자유롭게&nbsp;할&nbsp;때까지는&nbsp;감금되어&nbsp;있는&nbsp;영혼”인&nbsp;책과&nbsp;독서에&nbsp;대한&nbsp;그들의&nbsp;이야기를&nbsp;들어보자.",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081112101444.jpg,장영희 외,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=427,
나쁜 소년이 서 있다,,홈페이지,2021-01-05 23:31:30,사서추천도서,어문학,,,"‘시인이란&nbsp;일찍이&nbsp;허무를&nbsp;알아&nbsp;버린&nbsp;자들이고,&nbsp;허무를&nbsp;알았음에도&nbsp;대책&nbsp;없는&nbsp;자들이고,&nbsp;또&nbsp;스스로&nbsp;대책&nbsp;없는&nbsp;자라는&nbsp;것을&nbsp;아는&nbsp;자들’(문학평론가&nbsp;차창룡)임을&nbsp;&nbsp;일찌감치&nbsp;깨달은&nbsp;시인&nbsp;허연이&nbsp;1991년&nbsp;&#039&#039&#039&#039&#039&#039&#039&#039현대시세계&#039&#039&#039&#039&#039&#039&#039&#039신인상으로&nbsp;등단하고&nbsp;첫&nbsp;시집『불온한&nbsp;검은&nbsp;피』이후&nbsp;13년&nbsp;만에&nbsp;두&nbsp;번째&nbsp;시집&nbsp;『나쁜&nbsp;소년&nbsp;서&nbsp;있다』를&nbsp;펴냈다.&nbsp;
시인은&nbsp;인간의&nbsp;추함,&nbsp;비루함,&nbsp;소멸,&nbsp;허무&nbsp;등&nbsp;우리가&nbsp;애써&nbsp;외면하고&nbsp;싶어하는&nbsp;삶의&nbsp;서글픔들을&nbsp;대면시키고&nbsp;거침없고&nbsp;솔직한&nbsp;날것&nbsp;그대로의&nbsp;일상적인&nbsp;언어로&nbsp;세상을&nbsp;들여다&nbsp;보고&nbsp;있다.
또한&nbsp;다섯&nbsp;편의&nbsp;연작시&nbsp;&lt;슬픈&nbsp;빙하시대&gt;는&nbsp;그의&nbsp;대표작이라&nbsp;할&nbsp;수&nbsp;있는&nbsp;작품들로,&nbsp;그에게&nbsp;이&nbsp;시대는&nbsp;더&nbsp;이상&nbsp;사랑을&nbsp;할&nbsp;수&nbsp;없는&nbsp;시대,&nbsp;스스로&nbsp;청춘을&nbsp;보내고&nbsp;세상의&nbsp;온갖&nbsp;때가&nbsp;묻은&nbsp;시대,&nbsp;사라진&nbsp;역사를&nbsp;망각해버린&nbsp;시대,&nbsp;돈&nbsp;벌기&nbsp;위해&nbsp;아무도&nbsp;진실하지&nbsp;않은&nbsp;시대,&nbsp;비루한&nbsp;생에&nbsp;집착하는&nbsp;시대임을&nbsp;보여준다",,,,kor,,http://www.nl.go.kr//upload/nl/rc_books/081120162839.jpg,허연,,http://www.nl.go.kr/nl/saseo/view.jsp?recomNo=430,
