,exhibition_name,poster_link,exhibition_description,exhibition_place,start_period,end_period,place
54,민화의 비상(飛上),https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/10/06c3cfff879009e241255e4cf90e54dd.jpg,"
                                한국화단의 최장수 명문그룹임을 자부하는 한국화 그룹 후소회는 올해로 83주년 되는 미술단체로써한국에서 최장수 단체입니다. 근대 한국화단의 거봉 이당 김은호 화백의 문화생 일동은 1936년 1월 18일 은사의 화실이자 수학하던 낙청헌에서(낙청헌,이당화실)그림공부를 하던 7,8명의 청년화가가 모여 앞으로 친목을 도모하고자는 취지로 만든것이다.이 자리에는 백윤문(白潤文). 김기창(金基昶). 장우성(張遇聖). 한유동(韓維東).이유태(李惟台). 장덕(張德). 趙重顯(조중현). 정홍거(鄭弘巨)등이 창립한 단체입니다.

현재 활동하고 있는 회원은 2021년 신입회원 1명(탁동인)의 회원이 새로 가입하고,이신호,최성훈부회장 두분이 올해 운명하셔서 현재 77명이 활동하고 있으며 올해 정기전은 에술의전당 한가람미술관에서 50주년 정기전을 개최하게 됐습니다. 

올해에는 본 협회 50주년 기념전으로써 한국화에 새로운 활력소를 주어야 한다는 의지가 담긴 명제“중흥 한국화 2021”이란 소제목으로 열립니다. 청년 기획공모전도 예전의 공모전을 답습하는 것이 아니라 40세미만의 청년작가들을 초대공모하는 형식으로 기획하여 현재까지 제12회 공모전까지 입선작 250명과 청년작가상으로 작년까지 36명의 청년작가 수상자를 선정해왔습니다.


[대표작품]


박충호-55X137cm 북한산 소견


안호균-심연에서, 91x117cm, 한지수묵, 2021


오용길-정자와 나무-삼구정, 150x127cm, 화선지에 먹과 채색, 2021


이은경-松75x145cm, 순지에 수묵담채, 2021 


장은경_시간의 유희


정군태-수성(水聲), 120x90cm 한지에 수묵담채, 2021


정혜정-자유롭게 거닐며 노닐다, 116X91cm, 수묵담채, 2021


홍성녀-소리, 70x130cm, 한지, 먹


홍성모-홀로 아리랑(요선정), 70X137cm, 한지에 수묵
                          ",한가람미술관,2021-10-20,2021-10-28,예술의전당
55,2021 예술의전당 가을예술장터,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/07/30f296711216f891f353d5deea6e9c6b.jpg,"


[전시소개]
컬러의 대가 불가리의 끝없는 열정과 실험 정신을 들여다볼 수 있는 “BVLGARI COLORS(불가리 컬러 전시회)”가 한국에서 최초로 개최됩니다.

1884년 이탈리아 로마에서 시작된 브랜드 불가리는 독창적인 스타일과 대담한 컬러, 볼륨감 그리고 로마 문화를 연상시키는 요소들을 활용해 아름다운 주얼리, 워치, 액세서리, 향수 컬렉션을 선보여왔습니다. 특히, 자연의 귀중한 선물과도 같은 컬러 젬스톤은 불가리에 있어 가장 큰 영감의 원천이자 그 자체로도 예술 작품과 같습니다. 불가리는 지난 130여 년 간 세계 도처로 최상의 컬러 스톤을 찾아다니며 탐구하고, 독창적인 컬러 조합과 스톤 컷팅 방식을 적용해, 화려한 로마의 감성이 깃든 수많은 걸작을 탄생시켰습니다.

이번 전시는 1930년대 초부터 현재까지 오직 불가리만이 구현할 수 있는 컬러 대표작들을 소개합니다. 불가리 헤리티지 컬렉션 및 세계적으로 권위 있는 개인 소장품 190점 이상을 매혹적인 스토리와 함께 만나볼 수 있습니다. 젬스톤에 따라 완전히 다른 디자인이 탄생하는 과정과 각각의 젬스톤이 지닌 상징성을 자세히 알 수 있도록 기획되어 더욱 특별한 경험이 될 것입니다. 또한, 숨프로젝트(SUUM Project)가 엄선한 국내 주요 아티스트 7인의 현대 미술 작품도 함께 공개됩니다. 미술 작품에는 불가리 마스터피스에서 영감을 받아 새롭게 만들어진 아트피스도 포함되어, 전통과 현대가 공존하는 아름다움을 만나볼 수 있습니다.

※ 전시 티켓 수익금의 일부는 세이브더칠드런을 통해 도움이 필요한 국내 아동에게 후원됩니다.
                          ",한가람디자인미술관,2021-10-15,2021-10-24,예술의전당
56,현대한국화협회40주년기념대작전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/7a3d44da2900feed5708a522d3892d03.jpg,"


[전시소개] 
‘SEEA (Special Exhibition for Emerging Artists)’는 우리나라의 미래인 엄선된 작가들이 작품 을 선보이며 기존 콜렉터들과 새로운 예술 문화를 만들어가고 있는 밀레니얼 세대 관객들이 함께 즐기며 만들어가는 문화 예술계의 새로운 에너지입니다. 

2018, 2019년도 크리스마스 기간 진행되었던 SEEA는 크리스마스 기관 연관검색어로 등재될 만큼 인기 있는 전시입니다. 3회를 맞이하는 올해는 문화 생활을 즐기기 좋은 가을, 예술의 전 당에서 코로나로 1년간 기다린 작가들과 콜렉터들을 맞이할 예정입니다. 
회화에서 조각, 사진 그리고 영상, 인스톨 작품까지 엄선된 다양한 장르의 작업을 만나 볼 수 있는 올 가을 가장 기대되는 전시에 많은 사랑과 관심 부탁드립니다. 
‘우리 나라 예술의 미래 신진 작가를 알리고 응원하는 전시 SEEA’ 
신진 작가의 성장과 홍보를 돕는 SEEA는 2018년 이후 2회 전시를 통해 각각 1,500여명, 5,000여명의 관람객을 유치하며 주목할 만한 신진 작가들을 만날 수 있는 전시로 확고히 자리 잡았습니다. 또한 전시 이후 꾸준한 작가들과의 소통, 커리어 관리를 진행, SEEA 작가들이 꾸준히 사랑 받으며 우리나라를 이 끌 차세대 예술 주자로 성장할 수 있도록 돕고 있습니다. 
‘MZ 세대들과 함께 대한민국의 문화를 확장시키는 전시 ’ 
1년에 한 번 작가와 관객을 잇는 선물같은 전시 SEEA는 유망한 작가들과 콜렉터들에게 기대되는 전시로 많은 관심과 사랑을 받고 있습니다. 특히 밀레니얼세대의 많은 지지를 받으며 젊은 MZ세대들과 예술 문화를 향유하는 일에 앞장서고 있습니다. 작년 SEEA를 기다렸던 관람객 수요와 현재 미술계의 관심이 더해져 SEEA 2021은 더욱 주목받은 전시가 될 것으로 예상됩니다. 
 

[참여작가]
강신규, 구건형, 구나영, 권수경, 김규비, 김도영, 김리브가, 김상헌, 김수미, 김수정, 김우중, 김원지, 김유경, 김유연, 김지니, 김지혜, 다이애나리, 레아정, 몰리킴, 민백, 박경린, 박소정, 박지원, 배은경, 백영진, 벨루가, 비홉, 성주이, 송정현, 신예진, 안교범, 안소영, 안소현, 안온, 안인경, 안정연, 안정윤, 양도혁, 에시아킴, 오온누리, 왕신영, 위주리, 윤재현, 이규호, 이다예, 이동구, 이미혜, 이수희, 이은경, 이인혜, 이재균, 이재훈, 이지유, 이채현, 이한주, 이현주, 이훈상, 장유미, 장은혜, 정재철, 정주하, 정진아, 정하영, 정혜승, 젠윤, 조아영, 조아윤, 조은비, 주노, 최현민, 한깋, 한승희, 한아영, 혜조, 허승희, 홍지은, Cathy
                          ",한가람미술관,2021-10-08,2021-10-16,예술의전당
57,SEEA 2021,https://www.sac.or.kr//design/common/images/asset/noImage300x300.png,"
[전시소개]
 본 전시는 1960년 한국미술협회 창설 이래 한국현대미술의 발전을 이끌어온 한국미술협회 회원들의 정기 회원전 으로서 회원간의 친목을 도모하고 창작의욕을 고취시키는 전시이다.
 한국미술협회 협회전은 55년간 이어온 현재 가장 오랜 된 정기전으로서 회화 및 입체까지 다양한 미술 분야를 한자리에 전시하여 협회의 원활한 운영 및 일반인들과의 교류의 장을 만들고자 하는 최대 전시이다.
특히 금년 2021년도에는 코로나로 인하여 어려운 시국임에도 불구하고 전년에 비해 높은 참여율을 보여 더욱 다양한 한국현대미술의 경향을 한자리에서 조명할 수 있다는 것에 그 의의가 있으며 나아가 한국미술가들의 최대 축전이 될 수 있는 기회로 삼는다.

[대표작품]


강정이     <염원>    46x13x54cm


김수정  <포도자수명주보자기> 70x70cm


김영철  <어느 여름계곡> 53x41cm


김지영  <무궁화(Mugunghwa)> 32x55cm


박득순  <표출> 35x27cm


이광수   <시뮬라크르> 50x40cm


이미희   <시선> 45x53cm
                          ",한가람미술관,2021-10-01,2021-10-09,예술의전당
58,정비파 목판화전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/04/609bae8be3ceabdee869cf757f06088d.jpg,"


[전시소개] 
※ 파리 국립피카소미술관 소장, 걸작 110 점 국내 최초 전시
“나에게 미술관을 달라, 나는 그 안을 가득 채울 것이다”
파리 소재의 국립피카소미술관은 단일작가 미술관으로는 전 세계에서 규모가 가장 큰 독보적인 미술관이다. 피카소 사망 후 유족에게 부과된 막대한 상속세를 대신해서 프랑스 정부에 기증한 작품들을 모아 1985년에 문을 연 피카소미술관은 5천여 점에 달하는 피카소의 작품을 소장한 미술관이다. 피카소 전 생애를 아우르는 회화, 조각, 판화, 데생, 도자기, 자료 등 방대한 소장품을 보유하고 있는 미술관으로 피카소의 삶과 예술을 기억하고 이해하는 보고이다. 파리 국립피카소미술관의 소장품이 처음으로 국내에 대거 소개되는 이번 전시는피카소 예술의 모든 것을 한눈에 볼 수 있는 110여 점의 걸작들로 구성된회고전이다.
 
[작가소개]
※ 미술의 역사를 바꾼 세기의 천재 화가, 그의 신화 속으로
“나는 보는 것을 그리는 것이 아니라 생각하는 것을 그린다”
피카소(1881-1973)는 1907년 파리 몽마르트의 작업실 바토라부아르에서 “아비뇽의 처녀들”(Les Demoiselles d’Avignon)을 제작한다. 입체주의의 시작을 알린 기념비적인 이 작품은 르네상스이래 서양미술 400년의 전통을 송두리째 무너뜨리며 회화 역사의 대혁명을 일으킨 걸작으로 기록되었다. 20세기 미술은 피카소에 의해 시작되었고 피카소의 세기였으며 피카소를 위한 시대였다. 본 전시는 세기의 천재화가 피카소의 삶과 예술을 총체적으로 조명하는 전시로서 불꽃같은 예술혼으로 창작의 전 분야에서 걸출한 작품을 남긴 피카소의 신화 속으로 가는 여행이다.
                          ",한가람미술관 제1전시실,2021-09-25,2021-10-05,예술의전당
59,제 55회 한국미술협회전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/63d2df1169db82cf3de45de2123248ed.png,"
[전시소개]
빌라다르2021은 광복 이후 한국미술의 든든한 중심축을 이루었던 원로세대부터 새로운 감각으로 무장한 젊은 세대의 작가들의 작품을 한 자리에 모은 전시로, 한국화단 70년 역사를 느껴볼 수 있는 전시이다. 2018년에 이어 두 번째 개최되는 빌라다르전은 치열한 예술정신으로 한국미술계를 빛내온 원로·중진 작가들과, 앞으로 한국화단의 주역이 될 신진작가들을 소개하는 자리가 될 것이다. 또한 시민들에게 작품 소장의 좋은 기회를 제공하는 소품전도 진행된다. 
 

[작가소개]
전영화(동국대 명예교수)
이신자(예술원 회원)
김병종(서울대 명예교수)
한운성(서울대 명예교수)
유인수(상명대 명예교수)
김성희(서울대 미대 학장)
문  주(서울대 미대 교수)
임영선(가천대 교수)
임철순(경기대 교수)
정옥란(단국대 명예교수)
김종선(서울대 미대 외래교수)
손문자 등 200여명

  
[대표작품]


김병종, 화홍산수  45.5×53cm, 혼합재료에 먹과 채색, 2019


김성희, 별 난 이야기 1905, 80x141cm


문주, 푸른구름(version2) 각 15x15x15cm, 무발포우레탄, 알루미늄, 2012


유인수, 일상적 이미지 11-1, Acrylic on Canvas, 194x130cm

 
                          ",한가람미술관,2021-09-09,2021-09-17,예술의전당
60,빌라다르 2021,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/08/2c393a50788d20181a5f84d643e7a624.png,"



[관람시간]
※ 9월 2일(목) 오전 10시부터 관람 가능합니다.
※ 9월 5일(일) 오후 7시까지 관람 가능합니다.  


[전시소개]
브리즈 아트페어는
신진 예술가와 신진 콜렉터를 발굴하고 연결하는 네트워킹 파티이자
예술과 예술가에 대한 새로운 접근법을 제안하는 젊고 감각적인 아트마켓입니다.
Breeze Art Fair is a networking party that can help to find and connects emerging artists and collectors. Additionally, Breeze Art Fair is a young and trendy art market that proposes a new way to approach art
and artists.

브리즈 아트페어는 4가지 원칙 아래 운영되고 있습니다.
Breeze Art Fair operates under 4 principles.

1. Now & New Artists
공개모집을 통해 가능성 있는 다양한?예술가를 직접 선발하고 소개합니다.
We select and introduce young and new artists who possess potential through open registrations.

2. Own Art Campaign
미술품 구매 장벽을 낮추기 위해 10개월 무이자 카드할부 서비스를 제공하고 있습니다.
이를 통해 브리즈 아트페어에서 처음으로 작품을 구매하는 사람들이 늘고 있습니다.
You can pay for the artwork as an installment up to 10-month with no interest.
This pay as an installment plan is helping people to purchase their first-ever artworks at the Breeze Art Fair.

3. Networking Party
참여 아티스트와 관람객을 연결합니다.
음악이 흐르는 즐거운 분위기 속에서 관람객은 작품을 설명해주는 작가와 직접 소통합니다.
We connect the artists and audiences.
The audiences can communicate with the artists directly, and the artists will be able to explain their own
artworks to the interested audiences.

4. Fair Operation
작가의 선발, 계약, 전시, 판매에 이르기까지 투명하고 합리적인 과정을 만들어 갑니다.
We are trying to build a fair process that can provide transparency from artist selection to contract to
exhibition to sales.
                          ",한가람미술관,2021-09-09,2021-09-17,예술의전당
61,광개토대왕비전 - 필혼을 깨우다,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/08/cb5b50ca2c3c2053fa0be91a3619df49.jpg,"
[관람시간]
※ 8월 29일(일) 오후 12까지 관람 가능합니다.


[전시소개]
우리 K-문화 원형 자산의 서화,국악,춤,복식의 전통을 보존하고 이를 후대에 전하며
전통예술의 가치를 높이고자 국내 명인 작가 초대와 각 분야의 참신한 청년 예술가를 선발하여
전시,공연 전통예술 축제를 마련하였습니다.
 
 
[작가소개]
명인
(한국화) 오용길, 강현식
(서예) 전도진, 김정묵
(민화) 이교완

청년작가
(한국화) 장영은, 진희란
(문인화) 정준식
(서예한글) 이연주
(서예한문) 김남훈, 박성호, 이완, 진승환,
(민화) 김여진, 안지현, 한지연


[대표작품]


김여진_화조도, 순지에 수간분채, 봉채, 105x30cmx8, 2020


김정묵_퇴계이황의매화시, 35x68


벽산 강현식_만추, 화선지 수묵담채화, 171x137cm


벽산 강현식_회상2, 화선지 수묵화, 130x99cm


오용길_가을 서정-초간정, 화선지에 먹과 채색, 122x182cm, 2020


오용길_송운(松韻)-초간정, 화선지에 먹과 채색, 122x182cm, 2020


이완_紅丘醉墨圖, 46X75cm


장영은_Rain or Shine, 광목에 수묵 그리고 바느질, 91x73cm, 2019


전도진_청람, 60x200


진희란_개천천왕봉, 순지에 수묵담채, 130x193cm, 2019
                          ",서울서예박물관,2021-09-03,2021-10-30,예술의전당
62,2021 브리즈 아트페어,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/09/d617301b68824507d47ddc40faf91206.jpg,"


[작가소개 및 전시소개] 
에도의 우키요에는 유럽의 많은 인상파 작가들을 매료시키며 모네, 르누와르, 드가,
그리고 고흐의 작품 속에서도 등장한다. 19세기 중ㆍ후반 유럽미술사조에 영향을 미친 자포니즘은 서양 예술가들의 시각에서 바라보는 동양 미술의 환상이자 피조물이었다. 그리고 21세기, 지금 일본에는 한 세기를 향해 진보하고 있는 광영(光影)의 회화, 광채(光彩)의 회화 ‘카게에’가 있고, 세계 유일의 카게에 거장, 모뉴멘트작가로 남을 후지시로 세이지가 있다.
 
1924년 도쿄 출생 후지시로 세이지는 10대에 남다른 재능으로 일본의 독립미술협회전, 국화회전, 춘양회전, 신제작파전에서 우수한 평가를 받은 바 있다.
1949년 요미우리신문사가 주최한 [일본 앙데팡당전] 첫 회부터 몇 차례 출품을 한 실력가였으나, 그는 홀로 걷는 길을 택했고 이후 카게에에 전념하며 그 방면에 독보적인 존재로 거듭났다. 그의 작품은 NHK 방송 개국 시험 방송에서부터 방송 콘텐츠의 큰 역할을 담당하며 대중에게 깊이 스며들었고 수많은 기업에도 사랑을 받아왔다.
수차례의 국가 훈장과 명성 높은 예술문학상을 받았으며 98세인 지금도 폭넓은 작품 활동으로 역량을 발휘하고 있다.

평화, 사랑, 공생을 소재로 전개되는 그의 작품 앞에 서면
그가 전하는 따뜻함과 섬세함 그리고 무언의 메아리를 느낄 수 있다.
2021년 후지시로 세이지의 ‘카게에’ 전시를 통하여 지금까지 접할 수 없었던 따뜻하고 아름다운 환상의 세계를 경험하고, 또 각박한 현대사회를 살아가는 우리에게 감동이 전달되기를 바란다.
이번 전시는 작가의 혼이 깃든 작품을 초기의 흑백 작품부터 최신작까지 여러 갈래의 테마로 준비된다. 초기작인 서유기, 미야자와 겐지의 ‘은하철도의 밤’을 소재로 한 작품을 비롯해 평화와 사랑 그리고 공생이라는 궁극적인 테마로 150점 이상의 작품으로 전시할 예정이다.
 

[대표작품]
잠자는 숲 / 여름, 물고기처럼 / 캐로용과 모구짱의 데이트 / 하늘을 나는 난쟁이 / 코스모스, 노래하다 
월광의 소나타
                          ",한가람미술관,2021-09-02,2021-09-05,예술의전당
63,대한민국 전통예술 전승축제,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/08/372fbb8e2ce304ace1afc18414615452.jpg,"
[개막식]
코로나-19로 인해 개막식 및 시상식은 따로 진행하지 않습니다.


[전시소개]
문인화는 각자의 주관대로 관념의 세계를 양식의 구애됨 없이 표현하는 것으로 사실성을 그리는 것보다는 마음을 가다듬고 자신의 내면의 상상을 표현하는 것이 더 중요하게 작용되는 회화로써, 먹을 갈며 마음을 안정하게 하는 작업으로 일상의 평범한 이야기들을 정갈하게 배치하며 작가의 심오한 생각들을 절제된 선과 여백의 미로 자유롭게 각자의 멋을 표현하는 장르이며, 먹의 자연스러운 농담은 지친 현대인들에게 편안함의 휴식처를 안겨 줄 것이다.

금번 사단법인 한국문인화협회 주최(이사장 김동애)로 개최된 제20회 대한민국문인화대전은 신진 발굴을 위해 전국 문인화가 지망생들의 입상작가 작품을 선보이며, 보다 더 객관적으로 공정한 심사를 거쳐 엄선된 입상작들을 전시함으로서 출품자와 관람객들에게 문인화의 우수성을 계승 발전시켜 나아가는 계기가 될 것이다.

 - 작품형태 : 족자
 - 규    격 : 60㎝X135㎝ / 70㎝X135㎝), 두 종류
 - 작품내용 : 신진작가 발굴을 위해 문인화가 지망생들의 공모전 입상작을 전시하며, 선정된 입상작품 361점을 1,2부로 나누어 전시합니다.
    (단 대상, 최우수상, 우수상2점, 특별상4점, 특선 99점은 전시기간 중 계속 전시됨)
                          ",서울서예박물관,2021-08-21,2021-08-29,예술의전당
64,제22회 대한민국문인화대전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/07/a904ea23cba7ce5662c9af85160f38b2.png,"
[전시소개]
제18회 대한민국동양서예대전에서 한글, 한문, 문인화(35X135cm, 70X135cm, 70X200cm)공모작품중 대상(서울특별시장상), 최우수상, 우수상, 오체상, 삼체상, 특선, 입선 작품으로 선정된 작품, 한국, 중국, 일본 초대작품, 및 이사장(임현기) 팔순기념 특별작품 일부를 전시함

 
[작가소개] 
대상 서울특별시장상 行書(朱善華), 최우수상 한글(이종열), 우수상 예서(洪淳直), 한국대표초대작가(林炫圻), 중국대표초대작가(趙勇), 일본대표초대작가(小林琴水) 


[대표작품]


漢文 朱善華70x135cm名花傾國(行書)


한글이종열70x135cm향로봉(궁체)


漢文 洪淳直70x135cm(?書)


漢文70x200cm林炫圻(篆書)


한글70x200cm임현기(판본체)


漢文70x200cm林炫圻(篆書)法古創新


漢文70x200cm林炫圻(?書)


漢文70x65cm林炫圻(篆書)事必歸正
                          ",서울서예박물관,2021-08-10,2021-08-18,예술의전당
65,제18회한중일대한민국동양서예대전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/07/c6e3bbf1912d492aa455be913e841cab.jpg,"
[시상식 및 개막식]
- 일시 : 2021년 7월21일(수) 오후 4시
- 부문 : 한글서예, 한문서예, 문인화, 전각


[전시소개]
사단법인 한국서도협회(공동대표 김영기. 황성현)가 주최하고 문화체육관광부가 후원하는 제27회 대한민국서도대전에 총 1,450여점이 출품되어 입상작품 638점을 선정하였다.

 이번 공모전(심사위원장 강성칠) 본 대전 심사는 지회장 및 특심위원 합의로 이루어졌으며 투명하고 엄정ㆍ공정한 심사를 통해 실력 있는 작가에게 입상 기회를 주는 목표로 1차 심사, 우수작가 발탁, 본심, 특심(좋은 작품누락을 막기 위함)으로 진행되었으며
대상(문화체육관광부장관상) 1명 오체상 4명 우수상 3명 특성상 16명 오체선 1명 삼체상 30명 특선 170명 삼체무 특선 20 특볗상 3명 삼체선 12명 입선 343명이 선정되었다.

현장휘호는 코로나 19관계로 생략하였으며 지역서예발전을 위해 심사위원들의 의견을 최대한 배려하였으며 모든 심사과정은 도록에 상세히 공개할 예정이라 하였다. 
                          ",서울서예박물관,2021-07-30,2021-08-08,예술의전당
66,제27회 대한민국서도대전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/06/c76d38dd1aa91833311b80a2e37f5d69.png,"
[전시소개]
. (사)한국서가협회가 주최하는 제29회 대한민국서예전람회의 우수상, 특선, 입선작 약 950점을 1부,2부, 3부로 나누어
 예술의전당 서예박물관에서 일반에게 무료로 관람하게 하는 전시임
   
[대표작품]
 * 우수상 한글, 전서, 예서, 해서, 행초, 문인화 각 1점


한글
손은희 - 농가월령가


전서
郭奉焄 (곽봉훈) - 菜根譚句(채근담구)


예서
安泰昊(안태호) - 四溟大師詩(사명대사시)


해서
李龍植(이용식) - 栗谷先生詩 泛菊(율곡선생시 범국)


행초서
金永鍾(김영종) - 沈鳳縣次趙元師冲韻(심봉현차조원사충운)


문인화
吳貞子(오정자) - 墨梅(묵국)
 
",서울서예박물관,2021-07-21,2021-07-28,예술의전당
67,불가리 컬러 전시회,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/05/66bd6577ad7e36bc6fd6fd870ced0fde.jpg,"

[전시소개] 
구상화(유화) 이다. 
소박한 꽃들과 자연풍경을 대상으로 하였다.
바쁜 현대 사람들의 삶 .. 그것에 더해진 코로나 바이러스로 인한 피로감 등으로 지친 사람들에게 잠시나마 따뜻한 위로와
치유의 그림전이 되고 싶다. 
눈으로 보는 그림이 아닌 마음으로 읽는 그림이 되었으면 좋겠다.  
6월만은 꽃들과 사랑만을 이야기하고 느리게 걸으면서 희망의 노래에 물들어보기를 바라는 마음이다.
상처받고 절망하고 참혹하기도 한 세상이지만  
또 다시 봄이 찾아오고  
척박한 환경에서도 강인한 생명력으로 쉼 없이 피워내는 사랑스러운 꽃들이 있는 한  ..
 
[작가소개]
개인전 : 2014년 창원 성산아트홀 ( 7일간 )
초대전 및 그룹전 다수 .
수상 제 36회 대한민국미술대전 특선
현) 마산미술협회 회원
   
[대표작품] 


꿈 1, 120x74cm, Acrylic on Canvas, 2021


꿈 2, 120x74cm, Acrylic on Canvas, 2021 


비상 1, 90x55cm, Acrylic on Canvas, 2020


비상 2, 90x55cm, Acrylic on Canvas, 2020 


새벽 그 총총한 걸음들, 162x97cm, Acrylic on Canvas, 2020 


야상곡, 160x130cm, Acrylic on Canvas, 2017


여전히 희망, 91x61cm, Acrylic on Canvas, 2021


초여름 향연, 162x97cm, Acrylic on Canvas, 2020


팔월 여정, 162x130cm, Acrylic on Canvas, 2015


평범함 일상, 53x41cm, Acrylic on Canvas, 2020
",한가람디자인미술관,2021-07-20,2021-09-15,예술의전당
68,윌리엄 웨그만_비잉 휴먼,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/06/b7a494af87316ba2345ead14d1bc016f.jpg,"

[개막 토크쇼]
  2021.06.10.(목) 16시
 
 
[전시소개] 
김민기의 삶과 예술에 바치는 헌사
 
이 전시는 1970년대 이후 한국의 저항문화를 상징하는 위대한 예술가 김민기에게 바치는 헌정 전시이다. 지난 50년간 한국 현대사에 나타난 문화현상을 꼽을 때 필수불가결하게 등장하는 요소들 중의 하나가 저항문화이다. 그것은 비단 20세기 후반의 문제만이 아니다. 식민지와 분단, 전쟁, 개발독재와 산업화, 군사독재와 민주화 과정을 거쳐온 20세기 내내 한국인들은 억압의 굴레를 벗어나기 위해 거대권력과 맞서면서 저항문화를 창출했다. 1970년 이후 청년기에 접어든 김민기는 저 유명한 노래 <아침이슬>을 비롯하여 수많은 명곡을 발표하면서 한국 현대사의 면면에 서린 저항정신의 상징으로 자리잡았다.
 
<아침이슬>을 발표한 지 50년을 맞은 올해, 트리뷰트 앨범과 콘서트 등 여러 가지 헌정 프로젝트들 가운데 하나로 열리는 이번 전시에는 그동안 볼 기회가 없었던 김민기의 내밀한 세계가 일부 공개된다. 미술대학을 다니면서 싱어송라이터 활동을 했고, 이후 뮤지컬 연출자와 극단 대표로서 살아오면서 당대의 시대정신을 구현한 예술가의 삶과 예술을 상찬하는 이 전시는 김민기 아카이브와 미술가들과 음악인들의 오마주 작품에 이르는 헌사로 김민기에 대한 감사와 존경의 뜻을 담고 있다.
 
1. 아카이브 전시
김민기 삶 자체에 대한 정보와 그가 활동해온 시대의 인물들과 사건들을 담은 자료들을 만날 수 있다. 그의 내면과 주변의 인물들, 당대의 사회환경 등 김민기의 세계를 체계적으로 조사연구할 수 있는 자료들도 다수 전시한다.
 
2. 미술가들의 트리뷰트 전시
미술가들의 작품은 김민기 예술에 대한 존중의 마음을 담아 그의 시대와 동행하며 김민기 오마주 작품을 출품한다.
 
 
[작가소개]
출품작가 : 김보중 김창남 레오다브 박경훈 박영균 박재동 서원미 양동규 이강화 이상엽, 이원석 이종구 이중재
                      이태호 이하 임옥상 임채욱 전인경 정태춘 최호철 홍성담 홍순관 (22인)
 
김보중 박영균 서원미 이강화 이종구 임옥상 전인경 홍성담 등의 화가들은 1970년대에 그린 구작을 비롯해 이번 전시의 주제를 담은 신작으로 함께 한다. 박재동은 김민기 캐리커쳐로, 최호철은 특유의 만회 기법으로 그린 <지하철1호선>을 출품한다. 박경훈과 이태호는 목판화 작품으로, 이원석과 이중재는 조각과 영상으로 김민기의 삶과 예술을 조망한다. 스트리트아티스트 레오다브와 이하, 사진가 양동규 이상엽 임채욱 등도 팝아트와 도큐먼트, 초상 등의 틀로 함께 한다.
이번 전시에서 각별하게 김민기의 세계에 대한 존경과 동행의 뜻을 담은 글씨로 함께 이들이 있다. 음악평론가 김창남과 싱어송라이터 정태춘, 그리고 평화예술가 홍순관이다. 이들은 각각의 인연으로 김민기와 동행해왔는데, 이번 전시에 그 마음을 담은 붓글씨를 출품했다.
 
 
[대표작품]


서원미, 흰 산, 130.3 x 193.9cm, Oil on linen, 2019


양동규, 제주 광장 20170211/촛불로 타오르던 혁명의 날, 80x120 2점, 2017


이강화, 약속, 97x161.6cm, Mixed media, 2017


이상엽, 광부 사북 1993, 75 x 50cm, 종이에 디지털 프린트, 1993


이종구, 대지의 손-벼, 105x70x10cm, 한지부조에 채색 볍씨, 2004


이태호, ‘긴 밤 지새우고’,78x54cm, 78x54cm, 2021


이하, 아침이슬, 180x140cm, 출력된 캔버스천 위에 특수물감, 2021


임옥상, 신문_땅굴 1-6, 83.5 x 83.5cm- 6점, Mixed media, 1978


최호철, 지하철 1호선, 200x73cm, 디지털페인팅, 2021


홍순관, 거치른 들판에 푸르른 솔잎처럼 /작은연못, 90x100cm/100x110cm, 한지에 먹, 2021
",한가람미술관 제7전시실,2021-07-08,2021-10-22,예술의전당
