,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
60,앙리 마티스 특별전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/05/6d47483a73eaec08d0d96c64e7300235.jpg,"
[전시소개]
창작미술협회는 대한민국에서 가장 오래 된 순수 미술 단체로 1957년 창립전(동화 화랑) 이후 한국미술사에서 비중있는 발전을 이끌어왔다.  
 
1957년 창립전 이후 현재 77명이 넘는 회원들 모두가 협회 “오직 작품에만 매진한다”는 창립정신에 바탕을 둔 작업에 매진하며 그 역량을 발휘하고 있다.
2021년 제 66회를 맞는 창작미술협회는 창립이후 변함없이 지향해온 순수미술에의 창립정신을 이어오며 현재 임철순 회장을 주축으로 77명이 넘는 회원들로 구성되어 매년 협회전을 통해 창작미술협회의 역사적 현장을 열고 있다. 
창작미술협회는 1976년부터 공모전을 실시해 신진작가를 육성하는 데 노력해 왔으며 1972년부터 실시된 한일교류전을 시발점으로 1985년부터 아시아 국제전으로 확대해 한국 미술의 창조성을 알리고 있다.
한국미술사에서 비중있는 발전을 이끌어온 창작미술협회가 60여년간 지향한 순수 미술, 그 역사적 의미는 새로운 세대의 영입들과 함께 미술계의 세대간 교류 뿐 아니라 새로운 변화와 발전을 거듭 하고 있는바 미술계의 현주소를 전시 조망하고자 하며 새로운 확장과 환원의 역할을 하고자 한다.
 
[작가소개]
1957년 창립전의 창립멤버인 류경채, 이 준, 이봉상, 고화흠  최영림,  황유엽,  장리석, 박항섭  박창돈 아홉 명 작가 이래로 2021년 제 66회를 맞는 창작미술협회는 창립이후 변함없이 지향해온 순수미술에의 창립정신을 이어오며 현재 임철순 회장을 주축으로 77명이 넘는 회원들로 구성되어있다.


[대표작품]
 

임철순, 독백, 91x116.8cm, mixed media, 2021 


이명애, Work1802-내안에 나를 찾다-1, 91.0x91.0cm, Oil on Canvas, 2018 


김정호  자연+존재의 의미, 50×45㎝, 알미늄캔+혼합재료, 2021년


유중희  의미와 물성사이, 36x36cm, Mixed Media, 2021


이혜순  함께 가는 것들, 96x129cm, Mixed Media, 2019


이경애  거리두는 봄, 91x145cm, 아크릴, 2021


이영희  投影, 지름 100cm, Mixed Media, 2021


이상희  Secret Garden, 91cmX53cm,  Acrlic on Canvas, 2020


민은숙  공간 2021-3, 100X100cm, Mixed Media


김효선  책가도 5, 45.5X33.4cm, Acrylic on Canvas, 2021
                          ",2021-12-21 ~ 2022-04-10,한가람미술관 제3전시실
61,데이비드 자민展,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/12/83932c66bad1433114db5c144db45ae2.jpg,"


[전시소개] 
20세기 미술에서 가장 위대한 작가로 손꼽히는 앙리 마티스(1869~1954)의 국내 최대 규모 회고전이 12월 21일부터 2022년 4월 10일까지 한국을 찾아옵니다. 
앙리 마티스의 오리지널 드로잉 및 판화 작품, 아트북 등 200여점의 오리지널 작품이 출품되는 이번 전시회는 마티스의 인생과 작품 세계를 총체적으로 조명해 봅니다.
<앙리 마티스: 라이프 앤 조이>는 20세기를 넘어 21세기까지 강력한 영향력을 미치고 있는 앙리 마티스의 새롭고 다양한 면모를 느낄 수 있도록 방대한 원작 작품 외에도 사진, 영상, 미디어아트, 오마주 작품과 다양한 체험이 곁들여진 복합 전시회로 구성되었습니다. 
병마와 싸우면서도 예술 혼을 불태웠던 마티스의 위대한 생애와 예술 세계는 코로나19 확산으로 지친 우리들에게 큰 감동과 기쁨을 선사할 것입니다. 
 
[작가소개]
색채의 대가 앙리 마티스(HenriMatisse, 1869~1954)는 20세기를 통틀어 가장 유명하고 영향력 있는 작가 중 하나로 여겨진다. 야수파를 창시하며 미술 영역의 확장을 이룬 마티스는 평생 동안 색채의 표현력을 탐구하며 빛과 색채를 새롭게 조망하여 또 다른 거장 ‘파블로 피카소’와 같은 반열에 올라 있다. 비균형 속 균형을 포착하며대담한 표현력 속에 정서를 불어넣는 색의 사용은 그를 위대한 예술가로 역사에 남게 했다. 예술가들의 예술가인 마티스를 향하여 후에 피카소는 마티스의 색채와 화법을 동경했다고 회상했다.
                          ",2021-01-05 ~ 2021-02-14,한가람미술관 제4전시실
62,도자기명장 서광수 60주년 기념전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/01/d26b6a9badb98f67230e92b651b30c07.jpg,"

[특별할인]   
- 얼리버드 1차 50%      
* 판매기간 : ~2020년 12월 9일             
* 사용기간 : 2021년 1월 5일-2021년 1월 16일              
         
- 얼리버드 2차 30%       
* 판매기간 : 2020년 12월 10일~2020년 12월 27일             
* 사용기간 : 2021년 1월 5일-2021년 1월 16일               
         
 
[전시소개]     
그림을 통해 긍정 에너지(Good Wave)를 주고 싶어 하는 컨템포러리 작가 데이비드 자민의 국내 최초 대규모 개인전이다. 이번 전시는 코로나 시대를 맞아 더이상 평범하지 않게 돼버린, 모두가 그리워하는 `여행` (Journey)을 컨셉으로 하고 있다.
오직 오리지널 작품으로 이루어진 이번 전시회를 준비하는 작가의 의도는 명확하다. `우울하고 지친 사람들에게 긍정 에너지를 전달하고, 우리 자신을 돌아볼 수 있는 장을 만들자`는 것이다.
데이비드 자민은 일상 속의 행복?희열?긍정의 순간을 그만의 감각적인 색채로 표현한다. 코로나19로 부정적 전망이 대세를 이루는 요즘에 보기 힘든 세계관이다. 긍정을 쉽게 말하기 어렵고 “당연한 것들”이 불가능해 보이는 요즘이기에 그의 성취는 더욱 값지다.
 
작가의 시그니처 테마 “내면 자화상(Introportrait)”는 ‘내면 (intro)’ + ‘자화상’ (portrait) 을 합친 작가가 창조한 새로운 개념이다. 우리 각자의 내면 속에 잠재한 감정을 그만의 다양한 색의 얼굴로 표현한다. 특히 이번 전시회의 영감에 힘입어 그려낸 <색 ( COLORS )> 시리즈가 전시회를 통해 최초로 공개된다고 하니 주목할 만하다. 작가의 내면자화상 이외에도 나무, 아이, 꽃, 바람, 악기, 사람들, 카페, 광장 등 ‘일상 속 평범한 존재의 이유에 대한 찬미’라는 일관된 메시지가 있는 전시회다. 우리 모두가 그리워하는 여행, 너무도 평범했던 일상이 그림에 담겨 색다르고 강렬한 공감을 선사할 것이다.
 
 
[작가소개]
데이비드 자민은 1970년 프랑스 남부의 작은 도시 님(Nimes)에서 태어나 소년시절 깔레스로 옮긴 뒤 그곳에서 미술을 공부했다. 20대 중반부터 작가로 `아트 월드 갤러리(Art World Gallery)` 와 작업을 시작으로 현재까지 활발한 작품 활동을 이어나가고 있다.
디스토피아 같은 세상살이에서 불행, 절망, 우울, 냉소, 부정의 미학을 그리기는 오히려 쉽다. 정작 어려운 것은 그 반대를 그리는 일이다. 데이비드 자민은 그 어려운 일을 누구보다 즐겁게 해내는 사람이다.
그는 일상 속의 강렬한 행복, 희열, 긍정의 순간을 색채의 마술로 나타낸다. 그는 매번 소재를 달리하면서도 ‘삶과 존재의 이유에 대한 찬미’라는 일관된 주제로, 오늘도 현대미술계에서는 보기드문 `굿 웨이브(good wave)` 미학을 전달하고 있다. 
   

",2021-05-25 ~ 2021-06-02,한가람미술관 제4전시실
63,유에민쥔(岳敏君) 한 시대를 웃다!,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/04/e96a0c2caabef6e6a3d1aaf102d0a523.jpg,"
[전시소개] 
한도 서광수 명장은 1944년 경기도 이천에서 태어나 약관 16세에 도예계입문하여 
2021년 현재 도록60년으로 대한민국을 대표하는 전승도예가이며 백자와 달항아리를 재현하고 있으며 
현재 대한민국 도자기명장 367호, 경기도 무형문화제 41호로서 경기도 이천에서 전통기법으로 작품을 창작하고 있으며
도록 60년을 기념하고자 이번전시회를 계최합니다. 
  
[작가소개]
1944년 경기도 이천 출생 1961 도예계 입문1971 지순택요 성형실장 및 소성담당1976 도평요 공장장1996 개인전(잠실 롯데화랑)1997 개인전(대구 봉성갤러리)일본초청전(미야자키 백화점, 미또이세지 백화점,후쿠오카다이마스 백화점, 도쿄야마지데스 백화점)무형문화제 전승협회 특별전(잠실 롯데)1998 일본초대전(교토킨데쓰 백화점)
(후쿠오카다이마루 백화점, 고오배가쯔이 화랑)1999 일본 북구주 이즈쯔야 백화점 초대전2000 부산일보사 초대 부일갤러리 개인전2001 광주일보 남봉미술관 주체 전시회2001 일본 고배 백화점 초청 전시2002 프랑스 파리 한국 문화원 초청 전시2002 캐나다 한국 도자전, 27회 전승 공예대전(동상)경기 으뜸이 선정, 문화관광부장관 표창장2003 대한민국 명장 367호 선정2004 부산일보 초청전시, 중국 경덕진 천년제 초청전시 
무형문화재 기능보전협회 이사, 경기도 무형문화재 41호
2005 경기도 무형문화재 41호 선정2011 예술의전당 한가람미술관 제2회 무이회전
2015 이탈리아 파브리노 엑스포 참가 
2017 서울 세종호텔 개인전
2017 중국 경덕진 국제도자 박람회 
2017 뉴욕 콜렉티브디자인 참가 
2019공예주간 명장기획전 인사동 통인화랑
2020 제22회 대한민국 명장전 11월5일 인사동 한국미술관
2021 제17회 2021영국 런던 콜렉트 영국 공예청 

[대표작품]


1. 백자 달항아리 2011년작 48x52 백토


2. 청화백자 매조문귀치호 2007년작 42x64 백토 청화안료


3. 청화진사백자 매조문호 2008년작 39x48 백토 청화진사안료


4. 청화백자 용문호 2011년작 30 x46 백토 청화진사안료


5. 철화용문호 205년작 33x58 청자토 철사안료


6. 청화백자 용문이중투각주병 2007년작 21x36 백토 청화안료


7. 청화백자 이중투각십장생병 2009년작 25x30 백토 청화안료


8. 청화백자 이중투각매화문병 2010년작 28x28 백토 청화철사안료


9. 청화백자 봉황문이중투각병 2010년작 24x33 백토 청화안료


10. 청화백자 당초문호 2010년작 42x44 백토 청화안료

 
                          ",2020-11-20 ~ 2021-05-09,한가람미술관 제5전시실
64,달리에서 마그리트까지:보이만스 판뵈닝언 박물관 걸작전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/01/4c874a3dafc543ba11cdf359080cb0e0.jpg,"

[전시소개]
중국 현대미술을 대표하는 작가, 유에민쥔. 그의 국내 최초 대규모 개인전이다. 이번 전시는 그의 작품을 통해 중국 현대미술의 사대천왕이 된 그의 모든 것을 볼 수 있는 기회가 될 것이다.
 커다랗게 벌리고 있는 입, 훤히 드러난 치아, 황당한 표정. 유머러스하지만 공허한 표정으로 알려진 그의 ‘웃음’ 시리즈. 이는 작가 자신의 모습이다. 스스로를 대면했을 때 느끼는 무료함과 지루함을 유머러스하지만 한편으로는 공허하고 망연자실한 표정으로 표현한다. 기법적인 면에서는 완성도를 추구하기보다 간단하면서도 인상에 쉽게 남는 강렬한 이미지를 남긴 다는 점을 눈여겨 볼 수 있다.
유에민쥔은 역사를 회피하지 않고 과장된 유머로 승화시킨다. 사회/시대에 대한 절망을 시니컬한 웃음으로 표현함으로써 자기 자신, 나아가 그가 속한 사회까지 조롱하는 것이다. 보통의 다른 작가들이 도피하는 방식으로 사회 문제에 맞선다면, 유에민쥔은 정면으로 사회적 문제를 마주하면서 유머러스한 방식으로 대항한다는 점이 돋보인다. 자칫 지루할 수 있는 작품의 이면에는 사회를 향한 그의 고민이 담겨 있는 것이다.   
   
     
[작가소개]
유에민쥔(1962~)은 중국 현대미술을 대표하는 작가로, 1962년 중국 헤이룽장 성 다칭에서 태어나 허베이 사범대학에서 그림을 공부했다. 1989년 천안문 사태 후 중국 사회의 급격한 변화에 회의를 느낀 후 1990년 베이징으로 이주해 본격적인 작가의 길을 걷기 시작한다.
시니컬 리얼리즘(냉소적 사실주의)으로 표현될 수 있는 그의 작품은 중국의 정치와 사회적 현실에 메시지를 보내는 것으로 잘 알려져 있다. 특히 그의 ‘웃음’ 시리즈는 전세계의 주목을 받으며 그를 세계적인 작가의 반열에 올려놓았다.
2004년 광주 비엔날레에 참여했으며, 그의 작품 <처형(execution)>은 2007년 런던 소더비 경매에서 590만 달러에 낙찰되며 중국 현대미술 작가 중 가장 높은 몸값을 올리기도 했다. 
  

",2021-11-27 ~ 2022-04-24,한가람미술관 제5전시실
65,퓰리처상 사진전 - SHOOTING THE PULITZER,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2022/02/7ee49b5f426a4156e6eac047611783b3.jpg,"


[전시소개]
유럽 전역에서 가장 큰 초현실주의 컬렉션을 보유하고 있는 로테르담 보이만스 판뵈닝언 박물관 걸작전이 진행됩니다.
르네 마그리트, 살바도르 달리 등 대표적인 초현실주의 거장들의 원화작품 180여점을 만나보실 수 있습니다.
꿈과 욕망의 세계를 밝히고 무의식을 파헤치고자한 초현실주의자들의 창의력이 상상력이 가득한 작품들을 감상해보시기 바랍니다!



 
                          ",2020-12-25 ~ 2021-02-28,한가람디자인미술관
66,L'Estro 한글,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2020/11/eda132065fb991ab5776e425470d09bf.jpg,"

※ 휴관일 : 매월 마지막 주 월요일 (6.30 / 7.28 / 8.25)
 
※ 관람 시간 : 오전 11시 ~ 오후 8시 (입장마감 오후7시)
 
※ 도슨트 운영 : 오후2시, 5시 
   - 현장 사정에 따라 공지없이 취소될 수 있습니다. 이 점 미리 양해부탁드립니다.
 
※ 매월 마지막 수요일은 문화가 있는 날!
   - 매월 마지막 수요일 야간 연장 개관 진행 (입장마감 20:00, 관람마감 21:00)
   - 예매 시 적용되지 않으며, 문화가 있는 날 오후 6시~오후 8시. 예술의전당 비타민스테이션 내 공식 현장 매표소에서만 할인된 가격으로 판매.
   - 일반 6,000원/ 중.고등학생(만13-18세) 5,000원/ 초등학생.유아(만4세-12세) 4,000원 (이 외 각종 중복, 추가 할인 없음) 
 
※ 티켓 관련 안내
   - 예술의전당 비타민스테이션 내 공식 현장 매표소 운영 (운영시간 : 오전 10:30 ~오후 19:00)
   - 현장 티켓 구매 시 증빙서류 미 지참 시 할인 불가
   - 옥션티켓 예매 가능.
   - 예매 후 티켓 수령 시 증빙이 필요한 각종 할인받은 경우, 현장에서 증빙 자료 미 지참 시 차액지불 
   - 인터넷에서 예매한 티켓은 인터넷으로만 환불, 예매 후 현장에서 발권된 티켓은 환불되지 않음.
     구매한 티켓은 전시 마지막 날까지 관람 가능.  
  

[전시소개]
 
최고의 영예, 퓰리처상이 엄선한 234점의 불후의 역사,
 
1998년 10만, 2010년 22만, 2014년? 
퓰리처상 사진전은 매번 한국 사진전시의 흥행기록을 경신하며, 역사의 교훈과 감동을 선사해 왔다. 특히, 2010년 전시는 서울에서만 22만명의 유료 관람객을 기록하며, 찜통 같은 더위 속에서 수시간의 대기 끝에 전시장에 들어서야 했을 정도로 뜨거운 사랑을 받았다.
 
살아있는 역사를 만나다.
퓰리처상 사진전은 퓰리처상의 보도사진 부문이 시작된 1942년 이후의 역대 퓰리처상 수상 사진들을 연도별로 소개하는 전시다. 특히, 각 사진에는 해당 장면을 포착한 사진기자와의 인터뷰 내용을 바탕으로 한 설명이 따라붙어 당시 상황을 더욱 생생하게 전해준다. 연도별로 구성된 전시장을 돌고 나면 최고의 사진 작품이 주는 감동뿐만 아니라 지구촌 주요 뉴스와 근.현대 세계사를 익힐 수 있다.
 
2014년 퓰리처상 사진전이 특별한 이유
이번 전시는 미국을 비롯해 전세계를 순회하는 퓰리처상 사진전 중에서도 조금 특별한 전시이다. 2010년 공개되었던 145점에서 234점으로 작품 수가 확 늘었다. 1951년 한국전쟁, 1969년 베트콩 즉결심판, 1973년 네이팜탄 폭격, 2001년 뉴욕 세계무역센터 공격 장면 등의 미공개작을 통해 당시의 긴박했던 현장을 보다 심도 있게 보여준다. 또한 에이미 상을 받은 `충격의 순간`, 퓰리처상 수상 작가 인터뷰, 케빈카터 죽음에 대한 다큐 등 퓰리처상과 관련된 3편의 영상들도 만날 수 있다. 
이 뿐만이 아니다. 퓰리처상 사진전 속의 또 하나의 전시로 1951년 퓰리처상 수상작가인맥스데스포의한국전쟁 특별전, `6.25, The Forgotten War` 도 준비되어 있다. 뒤틀어진 대동강 철교 폭파 사진으로 퓰리처상을 거머쥐었던 맥스데스포의 퓰리처상 수상 팩키지에 포함되었던 작품들을 중심으로 한국전쟁의 생생한 기록을 선보인다. 한국전쟁의 발발 이후, 가장 긴박했던 4개월을 담은 이번 전시에서는 서울 수복부터 흥남철수에 이르는 처절했던 전쟁의 현장을 만날 수 있다. 
 
역사의 향방을 바꾸는 순간의 힘 
단 한 장의 보도사진을 위해 사진기자들은 끊임없이 카메라 셔터를 눌러대고 있다. 정의가 살아 숨쉬는 세상을 위해 이들은 위험천만한 교전지역도 마다하지 않는다. 
자신을 던져 건져낸 역사의 순간, 
이렇게 탄생한 보도사진의 정점을 퓰리처상 사진전에서 느껴보기 바란다. 
 
 
�
                          ",2021-03-16 ~ 2021-03-25,한가람디자인미술관
67,내일의 예술展,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/02/cc54cc1c5281450c01a4697ecf17589e.jpg,"
[전시소개] 
어린 시절 전축으로 음악을 들으면서 이퀄라이저의 불빛을 유심히 관찰했던 기억이 있다. 음악과 함께 분주하게 위아래로 오르내리는 밝은 빛의 작은 블록들. 음악의 리듬, 멜로디, 곡의 강약 등을 기계임에도 불구하고 시각적으로 꽤나 섬세하게 잘 나타내었었다.
 
음악은 음을 기본 소재로 사람의 생각이나 감정, 뉘앙스(Nuance)를 표현하는 예술이다. 음악은 보통 음의 강약과 길고 짧은 음들이 결합되어 나타나는데, 이것을 박자(Rhythm)라고 한다. 여기에 음의 높낮이가 더해지면 선율(Melody)이 되고 여러 음이 동시에 표현되면 화성(Harmony)이 된다.
 
그런데 음의 높낮이와 강약, 소리의 길고 짧음에 의해 감정의 섬세한 차이를 표현하고 음악이 완성되는 구조는 자음과 모음의 구조적 결합을 바탕으로 이루어지는 한글의 기본 원리와 매우 닮아있다. 한글은 자음과 모음이 결합되어 발음의 최소단위인 음절이 형성되고, 음절이 모여 의미를 가진 가장 작은 말의 단위인 형태소가 되며, 사람이 소리 내어 발음을 함으로써 뜻을 전달하고 비로소 상호 의사소통을 시작할 수 있게 된다.
 
그래서, 한글의 자음과 모음의 기본 요소가 음악과 연관되어 표현된다는 상상을 토대로 이번 작업을 구상하였다. 사실 경사와 위사에 의해 다양한 조직으로 단단히 결합되어 원단이 직조되고 원단 고유의 광택과 촉감의 특성을 발현하는 위빙 텍스타일(weaving  Textile)의 구조도 음악이나 한글의 구조와 맞닿아 있다. 한글 구성의 시각적 이미지를 음악의 구조에 대입하여 이미지와 소리와의 새로운 관계를 찾아 결합시킴으로써 공감각적 아름다움을 구현하려고 하였다.
 
이번 전시에서는 한글이라는 모티브의 구조를, 유기적으로 단단히 결합되어 있는 기하학적 형태인 입체도형에 투영하였다. 이 기하학적인 모티브들을 한정된 2차원에 적절히 구성하고 배치함으로써 리듬과 멜로디의 시각적 뉘앙스를 표현하였다. 또한 섬유소재가 가진 물성인 반투명성을 활용하여 레이어 사이의 겹침에서 나타나는 이미지 간의 조합을 통하여 화성(和聲)에서 나타나는 불협화음(不協和音)이 아닌 협화음(協和音)을 연상하며 시각적으로 구성하고 가장 조화로운 시각적 협화음을 발견하는 것에 중점을 두었다.
  
[작가소개]
서윤정 
 
<학력>
2001 홍익대학교 미술대학 섬유미술과 졸업
2005 홍익대학교 일반대학원 섬유미술과 석사과정 졸업
2008 FIT, Fashion Merchandising Management 수학, New York
2012 홍익대학교 디자인 공예학과 박사과정 졸업
 
<개인전>
2008. 8  『Etude Op.1』 서윤정 드로잉전, 갤러리 가이아, 서울
2008. 12 공예트랜드페어, 부스개인전, COEX, 서울, 한국공예문화진흥원 주최
2009. 12 공예트랜드페어, 부스개인전, COEX, 서울, 한국공예문화진흥원 주최
2011. 8  『Facets of View』 한전갤러리 작가공모기획 개인전, 한전 아트센터 갤러리, 서울
2016. 9  『Layers of Illusion』 서윤정 개인전, 가나아트스페이스, 서울
2017. 4  『Layers of Illusion』 서윤정 초대전, 유나이티드갤러리, 서울
2021. 3  『E’Stro 한글』 서윤정 개인전, 예술의전당 한가람디자인미술관, 서울
 
<현재>
홍익대, 이화여대, 목원대 강사, 덕성여대 대우교수
대한민국 산업디자인전 추천디자이너, 산업자원부
   
 
[대표작품]
  

구조적 화음 01, 93x93x7cm, 노방에 DTP, 20201
 

구조적 화음 02, 93x93x7cm, 노방에 DTP, 20201
 

착시적 화음, 93x93x7cm, 노방에 DTP, 20201
                          ",2021-03-31 ~ 2021-04-18,한가람디자인미술관
68,빛의 조형성에 관한 연구,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/03/d90f2335b3769c0707c89903b23bd9d7.jpg,"
                                예술의전당은 한국전력과 함께, ‘2021 뉴미디어 아트 공모’를 통해 선정한 열두 작품을 대중에게 선보입니다. 코로나-19로 다가온 비대면 문화 그리고 디지털적 공감대 형성이라는 시대적 변화 속에서, 우리의 일상 속에 성큼 들어온 ‘미디어아트’를 예술적인 관점으로 소개하는 전시입니다.
 

",2021-04-30 ~ 2021-05-09,한가람디자인미술관
69,정재훈 목가구展,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/04/d6f03826632916f53f22d233f4b2d7e7.jpg,"
[전시소개] 
본 전시를 통해 도자오브제의 ‘시간’과 ‘시각성’에 대한 시험적인 논의를 해보고자 합니다.

우연한 기회에, 일상에서 늘 마주하던 석양빛을 통해 사물을 새롭게 인식하게 되는 특별한 경험하게 되었습니다. 특정한 시간대의 감성적인 빛으로 인해 ‘지금 느끼고 있는 사물에 대한 이해가 그 본연의 모습이었던 건 아닐까’ 하는 생각의 변화를 가져오게 하였습니다.

대상의 인식과정에서 과거의 시간경험이 현재의 시간으로 흡수되어 사물을 새롭게 인식하고 저장되는 것에 주목하였고 이러한 재인(再認)이 지속되는 과정에서 일어난 현재의 해석이 새로운 인식으로 만들어짐을 경험하면서 ‘시간의 지속성’에 관심을 갖게 되었습니다.

의식에 직접 주어진 것들에 관한 궁금증이 본 전시 작업의 시작이며 빛에 의한 시간지속의 경험을 시각화하는 연구의 과정이 작업의 결과물이 될 것입니다.  


[작가소개]
국내외 활동 : 학부를 졸업하고부터 현재까지, 갤러리 H를 비롯해 주토론토총영사관 갤러리, 교토 대표 갤러리인 MEDIA SHOP 갤러리 등 국내·외 (미국, 서울, 일본, 캐나다)에서 총 12회 개인전을 개최하였다. 
공예트렌드페어 및 공모전에 참여하여 도자문화의 트렌드를 제시하고, 각종 매거진 및 온라인커뮤니케이션을 이용해 작품을 소개하는 등 적극적인 활동을 펼치고 있으며, 제21회 밀라노트리엔날레 국제전람회, 제7회 청주국제공예비엔날레, 제3회 경기도세계도자비엔날레, 2004 미국에버슨비엔날레에 한국대표작가로 초대되는 등 전시를 통해 대중과 꾸준히 소통해 오고 있다.

 
[대표작품]
An Essay on the Immediate Data of Consciousness
                          ",2021-05-12 ~ 2021-05-20,한가람디자인미술관
70,박소형 개인전,https://www.sac.or.kr//upfile/uploadfile/asa/goods/goods/2021/04/9c6ac39aae02e88be3ccb60e5f3e3e08.jpg,"
[전시소개] 
정재훈 목가구展 (새로운 시작)

목수로써 발을 내딛고 여는 첫 번째 개인 전시회이다.
‘국가무형문화재 소목장 이수자’라는 정체성을 지키며 우리 전통 목가구가 갖는 조형성과 기법을 계승 발전시키기 위한 고민과 노력의 과정을 10여 년 만에 오롯이 홀로 선보인다.

현대 생활공간과 환경은 분명 이전 시대와 많은 차이를 가지고 있지만, 시대가 변하고 공간이 변하더라도 변하지 않는 가치와 미감은 존재한다. 사방탁자와 탁자장은 이러한 조건에 부합하는 전통가구의 형태이다. 서책을 얹고 꽂아 두거나 도자 등 장식품을 함께 놓을 수 있는 사방탁자와 탁자장을 현시대의 미감과 쓰임을 접목하여 선보일 예정이고 다양한 형태의 책장도 함께 전시된다. 또한 전통짜임 기법으로 제작된 넓은 테이블도 한자리를 차지한다.

특히 이번 전시회에서 전통가구만이 가지는 독특하고 다양한 형태의 문짝 구조를 갖는 가구를 볼 수 있다. 여닫이문에 미닫이문이 결합된 형태의 안고지기, 미닫이문에 여닫이문이 결합된 구조, 여닫이문에 여닫이문이 결합된 구조, 그리고 두껍닫이문 등이 선보인다. 전통가구에서 보이는 아름다운 비례미의 면분할이 쓰임에 따라 이와 같이 여러 형태의 문짝의 구조를 가지게 되는데 그 차이점을 찾아보는 것도 또 다른 재미이다.
 
[작가소개]
국가무형문화재 제55호 소목장 이수자
문화재수리기능자
정재훈 우드스튜디오 운영

- 수상 -
2013 대한민국전승공예대전 장려 
2014 대한민국전승공예대전 입선
2015 대한민국전승공예대전 장려
        대한민국미술대전 전통미술 공예부문 입선
2016 대한민국전승공예대전 특선
2017 대한민국전승공예대전 특선
2018 대한민국전승공예대전 특선
        전통공예명품전 천공증서 수령
2020 대한민국전승공예대전 입선

- 개인전 -
2021. 5. 12 ~ 5. 20 <새로운 시작> 예술의전당

- 단체전 -
2013 ~ 2016 전통목가구 회원전
2015 ~ 2021 전통공예 명품전 
2018             공예트랜드 페어 (이수자 협업 사업)  
2019             한국목가구展 - 과거와 현재의 공존 
2020             공예트랜드 페어 (이수자 전승 활동 지원 전시) 
        
- 교육 -
2019 ~          수형자 대상 무형유산 교육 및 전통기술 전수
2021 ~          정재훈 우드아카데미 운영


[대표작품]


사층탁자, 
참죽나무, 느티나무, 오동나무
860 x 370 x 1560(mm)


탁자장 세트: 
참죽나무, 먹감나무, 오동나무
탁자장  760 x 320 x 1420(mm)
협탁    410 x 310 x 560(mm)


삼층책장:
참죽나무, 느티나무, 오동나무
800 x 350 x 1,500(mm)


 
                          ",2021-05-25 ~ 2021-06-01,한가람디자인미술관
71,이동협展. 이씨산수14. 북한산,https://www.sac.or.kr//design/common/images/asset/noImage300x300.png,"
",2021-06-03 ~ 2021-06-16,한가람디자인미술관
