,exhibition_name,poster_link,exhibition_description,exhibition_period,exhibition_place
10,"상어, 새로이 일주하다 Shark, Bite the New World",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40284&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


세화미술관에서 <상어, 새로이 일주하다 Shark, Bite the New World> 전을 개최한다. 본 전시에서는 코로나19로 인해 예고없이 새로운 시대를 맞닥뜨린 오늘의 일상을 이야기하고자 한다. 전시 제목에 재등장한 상어는 넓은 바다에서 진취적인 삶을 영위하는 상어 그 자체이며, 전시의 주인공은 낯선 일상 앞에 놓인 누구라도 될 수 있다. 작가들이 풀어놓은 작품세계를 통해 새 일상을 일주(一周)하는 각자의 시각과 방법을 발견하길 바라며 《상어, 새로이 일주하다》 전시에 여러분을 초대한다.",2021.10.19 ~ 2022.02.27,"03184  서울 종로구 새문안로 68 (신문로1가, 흥국생명빌딩)  세화미술관"
11,"우연히 웨스 앤더슨: 어디에 있든, 영감은 당신 눈앞에 있다",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40283&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


지구에서 가장 흥미로운, 영화 속 한 장면 같은 장소를 탐험하는 뉴욕의 아티스트 집단 Accidentally Wes Anderson(AWA)의 국내 첫 대규모 전시이다. 그들이 직접 웨스 앤더슨 감독의 영화에 등장할 법한 장소들을 찍은 사진은 물론, 전 세계의 팔로워들로부터 제보 받은 흥미로운 장소와 사진 작품들로 구성되었다. 환상적인 현실 속 장소 이미지 300여점을 여행의 10가지 키워드로 큐레이션하여 다채로운 구현 방식으로 선보인다. 팬데믹을 뒤로하고 곧 재개될 여행에 대한 인사이트를 <우연히 웨스 앤더슨: 어디에 있든, 영감은 당신 눈앞에 있다>에서 얻길 바라는 마음을 담았다.",2021.11.27 ~ 2022.07.24,"04799  서울 성동구 아차산로17길 49 (성수동2가, 생각공장데시앙플렉스)"
12,프로젝트 해시태그 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40219&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


국립현대미술관과 현대자동차가 함께 진행하는 <프로젝트 해시태그>는 기존 미술관에서 진행되었던 시각-중심적인 예술 형태의 전시를 넘어서 새로운 플랫폼을 이용하고, 서로 다른 분야의 창작들의 협업을 통해 탄생한 전시 프로그램이다. ""해시태그 (#)를 사용하여 서로 관계없는 무작위의 글들을 공통 주제로 엮어낼 수 있다는 것을 보여주고자 한다. <프로젝트 해시태그 2021> 에서 선정된 두 팀 <새로운 질서 그 후...> 팀, <더 덕 어몽어스> 팀의 작품들을 만나볼 수 있다. 웹을 둘러싼 경험과 환경에 변화하는 인간성에 관한 전시이며 판데믹 이후 온라인 안에서 일어나는 환경과 가치 등 가상 공간에서 일어나는 인간적인 가치의 확장과 왜곡을 볼 수 있는 전시이다.전시 사진 및 정보 제공 : 국립현대미술관",2021.11.03 ~ 2022.02.06,03062  서울 종로구 삼청로 30 (소격동)  국립현대미술관 서울
13,시가 내린 숲,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40210&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


<시가 내린 숲>은 1943년 1월 1일에 시인 이육사가 절친한 문인 신석초와 눈 내린 숲을 거닐며 독립의 꿈을 이루기 위해 중국 베이징으로 가려고 한다고 고백하는 장면을 모티브로 상상의 숲을 재현한다. 코로나19로 지친 사람들의 마음이 위로가 되길 바라며 다섯 편의 시를 선정하였으며, 각각의 작품은 시에 대한 해석과 함께 시적 배경을 재해석한 공간 연출과 어우러져 관람객에게 색다른 체험을 제공한다.",2021.11.11 ~ 2022.04.30,02804  서울 성북구 종암로21가길 36-1 (종암동)
14,박수근: 봄을 기다리는 나목,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=40209&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


국립현대미술관 덕수궁에서 열리는 <박수근: 봄을 기다리는 나목>전시는 직접 국민화가 박수근의 생애를 살펴보며 작품을 감상할 수 있는 자리다. 네 개의 전시실로 구성되어 있으며 그의 전 생애의 작품과 자료를 만나볼 수 있다. 1950년대, 1960년대 전후의 한국 사회, 서울 풍경, 사람들의 일상을 감상해 보자!전시 사진 및 정보 제공 : 국립현대미술관",2021.11.11 ~ 2022.03.01,"04519  서울 중구 세종대로 99 (정동, 덕수궁)"
15,굴러가는 검은 돌,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39903&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


신한갤러리는 11월 10일부터 12월 21일까지 2021-2022 Shinhan Young Artist Festa 그룹 공모전에 선정된 작가 배소영, 송다슬의 《굴러가는 검은 돌: Obsidian, roll over and over》을 개최한다. 《굴러가는 검은 돌》은 서로 다른 성질을 가진 공간에 대한 상상으로부터 시작된다. 배소영은 ‘용암이 끓어오르는 열대우림', 송다슬은 ‘빙하로 뒤덮인 바다'를 형성한다. 작가 2인은 양극점에서 점진적으로 서로에게 다가가며 두 성질이 충돌하고 뒤엉키는 과정에서 발생하는 에너지와 분위기 그리고 부산물들을 전시장에 다양한 매체를 통해 구현한다.열대우림의 일렁이는 열기 그리고 흘러내리는 용암이 차가운 바다와 빙하를 만나 서로를 녹이고 굳히는 과정은 증기를 발생시키며, 그 연기 속에서 새로운 물질, 흑요석(Obsidian)을 탄생시킨다.이 검은 돌의 매끄러운 표면은 외부의 현실을 미끄러트리며 반사한다. 반대로 그것이 품고 있던 기원적 열기는 오색을 띠며 내부로부터 발산된다.용암과 빙하의 충돌에서 탄생한 흑요석은 자신의 자리에 머물지 못한다. 그 내부에 내재한 욕망과 충동으로 구르고 또 굴러 매번 새로운 형상으로 마모되어 간다. 검은 돌은 이리저리 자신의 몸으로 공간 이곳저곳에 흔적을 남기면서 여정을 기록한다. 이 여정은 자기 자신이 완전히 소진될 때 끝나게 될 것이다. ",2021.11.10 ~ 2021.12.21,"06225  서울 강남구 역삼로 251 (역삼동, 신한아트홀)"
16,"도성의 서쪽 문, 헐값에 팔리다",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39901&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


성문이 본래의 역할을 잃고 사라졌다는 것은 수세기동안 유지되었던 중세도시 한양의 체제가 해체되었음을 의미합니다. 돈의문의 철거는 조선의 수도 한양에서 식민도시 경성(京城)으로 전환되는 과정에 있던 중요한 사건이었습니다. 이번 전시에서는 사라진 성문, 돈의문을 통해 근대 한양도성 해체기의 역사를 되짚어보는 시간을 갖고자 합니다.",2021.11.09 ~ 2021.03.06,"03098  서울 종로구 율곡로 283 (종로6가, 서울디자인지원센터)"
17,"한양의 상징대로, 육조거리",https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39899&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


  육조거리는 광화문에서 세종로 사거리에 이르는 대로를 말합니다. 육조거리에는 의정부를 비롯한 육조, 사헌부, 한성부 등이 자리하였는데, 한양의 핵심 가로로서 주요 정책들이 만들어지는 공간이었습니다. 그리고 배후지역에는 궁궐에 물품을 조달하거나 핵심 관청을 지원하는 하급 관청들이 자리하고 있었습니다. 이번 전시에서는 600여 년전 한양이 조성된 이래 핵심 관청가로서의 지위를 유지해 온 육조거리와 그 사이를 오고 간 관원들의 발자취를 따라가보려 합니다. ",2021.11.16 ~ 2022.03.27,"03177  서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)"
18,어느 도시학자가 꿈 꾼 서울,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39898&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


강병기는 우리나라 도시계획과 도시설계 분야의 기틀을 마련한 사람이라 평가받는다. 1970년 박사학위를 받고 한양대학교 도시공학과 교수로 초빙되어 귀국 후 도시학의 1세대로서 대한국토·도시계획학회 회장, 한국도시설계학 초대 회장 등을 역임했다. 또한 아래로부터의 도시 건설이라는 지론을 실천하며 소망하던 사회운동에 투신하였다. (사)걷고싶은도시만들기시민연대의 대표를 맡으며 ‘서울시청 앞 보행광장 조성’, ‘서울특별시 보행권 확보와 보행환경 개선에 관한 기본조례 제정’ 등 시민운동을 통해 주민 주도형 도시계획을 실천하였다.",2021.10.29 ~ 2022.03.06,03177  서울 종로구 새문안로 55 (신문로2가)  서울역사박물관
19,서울멋쟁이,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39867&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


광복 이후 급격한 사회변동에 따른 서울 사람들의 의생활 변화와 시대별 패션 유행을 돌아보고, 오늘날 서울 사람들이 일상생활 속에서 언제, 어떤 패션을 추구하는 보여주고자 한다.",2021.11.19 ~ 2022.03.27,01849  서울 노원구 동일로174길 27 (공릉동)
20,마야 : 신성한 도시 - 타칼리크 아바흐,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39864&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


대한민국-과테말라 수교 60주년(2022년)을 맞이하여 서울역사박물관과 주한 과테말라 대사관은 <마야 : 신성한 도시 – 타칼리크 아바흐>를 개최한다. 타칼리크 아바흐(Tak’alik Ab’aj)는 과테말라의 마야 유적지로 올멕 문명과 마야 문명의 전환기 모습을 고스란히 담고 있다. 전시는 타칼리크 아바흐 유적을 찍은 사진 30점과 관련 영상, 마야 전통 의상 등을 전시한다. 이번 전시를 통해 낯설었던 마야 문명을 가까이에서 만나, 과테말라와 중앙아메리카에 대한 이해의 폭이 넓어지기를 기대한다.",2021.11.09 ~ 2022.02.06,03177  서울 종로구 새문안로 55 (신문로2가)
21,경계에 핀 꽃,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39735&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


<경계에 핀 꽃(Flowers on the Border)>은 독일 통일 이후 독자적 화풍으로 부상한 ‘신 라이프치히 화파’를 이끄는 두 작가에 주목한다. 부부 작가인 ‘네오 라우흐’와 ‘로사 로이’는 각자 작품 활동을 하면서 직간접적으로 서로에게 영향을 미치는 훌륭한 조언자이자 동반자로 함께 해왔다. 이번 전시에서는 비슷하면서도 또 다른 그들의 상상과 환상적인 분위기의 회화로 인간 본성에 대한 다양한 은유를 살펴볼 수 있다. 부부는 문화적 토대가 같고, 보고 듣는 많은 감각을 함께 해왔지만 이들이 대상을 바라보는 관점에는 다소 차이가 있다. ‘네오 라우흐’는 사건에 초점을 맞춰 역사적 파편을 수집하고 통제하며 초현실적인 분위기로 신비로운 주제나 서사를 선보이는 한 편, ‘로사 로이’는 동시대 여성의 역할에 초점을 두며 동화나 환상, 마법과 같은 세계를 구조화한다. 전시 제목 <경계에 핀 꽃 (Flowers on the Border)>은 이 둘 사이 경계에서 파생된 결과물을 수사한다. 경계는 항상 부딪히고 긴장하며 불안하지만, 역동적이고 혼종적이며 새롭다.",2021.10.28 ~ 2022.01.26,"07802  서울 강서구 마곡중앙8로 32 (마곡동, 스페이스K 서울)"
22,dreamer.3:45am,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39307&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


롯데뮤지엄의 특별기획전 <dreamer, 3:45am> 은 현대 시각예술의 다양한 변주로 구성된 공감각적 전시이다. 공간이 하나의 예술이 되는 이번 전시는 세계적인 현대미술작가와 한국을 대표하는 뮤지션 10팀이 참여해, 음악을 매개로 다양한 시각 예술을 공간에 담아낸다.‘꿈’을 주제로 5개의 공간으로 풀어낸 [dreamer, 3:45am]전은 영국을 대표하는 미디어 아티스트그룹 UVA와 현대미술을 이끌고있는 국내 작가 패브리커, 사일로랩, 스튜디오 아텍, 국내 뮤지션 코드 쿤스트, 페기 구, 윤석철, 프랭킨센스, 임용주, 그리고 현대무용그룹 앰비규어스댄스컴퍼니가 참여해 현대미술의 경계를 허물고 새롭게 선보이는 예술적 경험과 영감을 선사할 것이다.현대 미술과 음악으로 풀어낸 꿈의 다양한 형태는 무한한 예술적 창조력을 바탕으로 우리에게 꿈을 다시 그려 나갈 수 있는 영감을 일깨우고, 아티스트들이 전하는 위로와 쉼은 우리의 지나온 삶을 돌아보는 순간을 제공하는 전시이다.*정보 및 사진 롯데뮤지엄 제공",2021.09.30 ~ 2022.01.09,"05551  서울 송파구 올림픽로 300 (신천동, 롯데월드타워앤드롯데월드몰)  7층/ 에비뉴엘 6층"
23,MMCA 현대차 시리즈 2021,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39105&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


<MMCA 현대차 시리즈 2021: 문경원&전준호 – 미지에서 온 소식, 자유의 마을>을 2021년 9월 3일부터 2022년 2월 20일까지 국립현대미술관 서울에서 개최한다. 전시는 영상, 설치, 아카이브, 사진, 대형 회화 그리고 연계 프로그램 진행을 위한 모바일 플랫폼으로 구성된다. 2021년 <MMCA 현대차 시리즈>를 통해 문경원&전준호는 남측 비무장지대(DMZ) 내 유일한 민간인 거주지인 대성동 ‘자유의 마을’을 배경으로 새로운 형식과 내용의 <미지에서 온 소식: 자유의 마을>을 선보인다.*전시 정보 및 사진 제공 :  국립현대미술관  ",2021.09.03 ~ 2022.02.20,03062  서울 종로구 삼청로 30 (소격동)
24,제11회 서울미디어시티비엔날레 <하루하루 탈출한다>,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39103&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


제11회 서울미디어시티비엔날레는 오늘날 대중미디어에 나타나는 현실 도피의 다양한 양상에 주목하고, 국내외 41명/팀 작가를 초청하여 전시장 안팎에서 다양한 형태의 미술 콘텐츠를 소개하고 있다. 서소문본관에서 열리는 전시와 서울 도심 전역에서 펼쳐지는 유통망 프로그램은 '도피주의와 맺는 새로운 관계'에 관하여 여러 관점과 태도로 실험하는 다양한 작품들을 통해 '미디어'의 개념을 확장한다. 이번 비엔날레는 전지구적인 팬데믹을 경험하고 있는 오늘날 도피주의를 대하는 현실을 새롭게 상상해 보고, 반성하며, 항해해가는 도구로 삼을 수 있길 제안하고 있다.",2021.09.08 ~ 2021.11.21,"04515  서울 중구 덕수궁길 61 (서소문동, 서울시립미술관)"
25,2021 서울로미디어캔버스 3회 전시,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=39101&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


서울시는 포스트코로나 시대, 비대면 관람에 적합한 전시·미디어 매체로 주목받고 있는 대형 미디어미술관 <서울로미디어캔버스>에 일러스트-모션그래픽 전시를 9월 21일(화)부터 12월 19일(일)까지 선보인다. 서울시가 운영하는 서울로미디어캔버스는 서울 만리동에 위치한 서울로7017을 걸으면서 작품을 관람할 수 있는 대형 스크린이다. 공공미술의 영역을 미디어분야로 확장하기 위해 2017년 9월에 만리동광장 우리은행 건물 상단에 설치된 대형 미디어아트 전문플랫폼(29m×7.7m)이다. 연 4회의 기획·공모전시 및 시민참여 프로그램이 공모․전시된다.",2021.09.21 ~ 2021.12.19,"04508  서울 중구 만리재로 215 (만리동1가, 우리은행)  우리은행 만리동지점"
26,다시 일상을 꿈꾸며,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38781&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


서울역사박물관과 국가기록원은 코로나19라는 위기 속에서 과거부터 현재까지 겪어왔던 감염병과 그 극복 사례를 전시하는 <다시 일상을 꿈꾸며 - 역사 속에서 보는 감염병 극복의 희망>을 공동 개최한다. 전시를 통해 2년 가까이 장기화된 코로나19로 절망적인 분위기가 팽배한 이 시기에, 시민들에게 일상으로의 복귀에 대한 희망이 전파되길 기대한다. ",2021.09.02 ~ 2021.11.07,"03177  서울 종로구 새문안로 55 (신문로2가, 서울역사박물관)"
27,서울일러스트레이션페어,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=37866&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


각자의 개성을 가진 국내외 일러스트와 그래픽디자인 분야 아티스트들의 신작과 함께하는 서울일러스트레이션페어에는 아티스트가 직접 부스로 참여하며, 올해의 트렌드와 글로벌한 일러스트레이션을 다루는 기획관과 함께하는 일러스트레이션을 만나볼 수 있다. 그림으로 만들어지는 또 다른 이야기, 소중한 것들을 모아두는 곳을 책장으로 삼아 그 이야기들을 담아둔다면 어떤 느낌일까? 각자의 이야기를 그림으로 담은 일러스트레이터들과 그 사이를 걷는 우리의 모습도 하나의 작품이 될것이다.",2021.08.25 ~ 2021.08.28,"06164  서울 강남구 영동대로 513 (삼성동, 코엑스)  코엑스 Hall D"
28,정원 만들기 GARDENING,https://korean.visitseoul.net/comm/getImage?srvcId=POST&parentSn=38467&fileTy=POSTTHUMB&fileNo=1&thumbTy=M,"


피크닉(piknic)에서 열리는 '정원'을 테마로 한 <정원 만들기 GARDENING>는 '치유의 전시'로 사람들의 지친 마음을 위로하기 위한 전시이다. 정원을 돌보고 가꾸며 이러한 노력이 인간에게 어떤 의미가 있는지 살펴보는 전시라고 한다. 새싹이 자라는 봄부터 열매를 맺고 지는 늦은 가을까지의 생명을 느끼며 자연에서 함께 살아간다는 것과 정원의 가치에 대해 생각해 볼 수 있다. 설치미술과 최정화, 영화감독 정재은, 그래픽 디자이너 박연주, 박미나 작가 등의 작품들을 통해 힐링하는 시간을 가져보자.* 이미지 제공: 피크닉 piknic",2021.04.24 ~ 2021.10.24,"04635  서울 중구 퇴계로6가길 30 (남창동, 피크닉)"
